z	n	name	levelEnergy(MeV)	halflife	halflifeUnit	halflifeUncertainty	massExcess(keV)	massExcessUncertainty
50	81	131Sn	0	56	s	0.5	-7.72E+04	3.62
50	81	131Sn	0.0651	58.4	s	0.5	-7.72E+04	3.62e+00
50	84	134Sn	0	1.024	s	0.058	-6.64E+04	3.16
50	83	133Sn	0	1.38	s	0.07	-7.08E+04	1.9
50	86	136Sn	0	355	ms	13	-5.61E+04	2.00E+2
50	85	135Sn	0	515	ms	5	-6.06E+04	3.07
50	88	138Sn	0	148	ms	9	-4.55E+04	4.00E+2
50	87	137Sn	0	228	ms	16	-5.01E+04	3.00E+2
50	89	139Sn	0	120	ms	38	-3.93E+04	4.00E+2
50	90	140Sn	0				-3.44E+04	3.00E+2
51	54	105Sb	0	1.12	s	0.16	-6.40E+04	2.18E+1
51	53	104Sb	0	0.49	s	0.01	-5.92E+04	1.01E+2
51	56	107Sb	0	4	s	0.2	-7.06E+04	4.14
51	55	106Sb	0	0.6	s	0.2	-6.64E+04	7.45
51	58	109Sb	0	17.24	s	0.47	-7.62E+04	5.26
51	57	108Sb	0	7.4	s	0.3	-7.24E+04	5.49
51	59	110Sb	0	23.6	s	0.3	-7.74E+04	5.96
51	61	112Sb	0	53.6	s	0.8	-8.15E+04	1.78E+1
51	60	111Sb	0	74.9	s	0.7	-8.08E+04	8.84
51	63	114Sb	0	3.49	m	0.03	-8.44E+04	1.97E+1
51	62	113Sb	0	6.67	m	0.07	-8.44E+04	1.71E+1
51	65	116Sb	0	15.8	m	0.8	-8.68E+04	5.15
51	65	116Sb	0.38	60.35	m	0.56	-8.64E+04	5.15e+00
51	64	115Sb	0	32	m	0.2	-8.70E+04	1.60E+1
51	67	118Sb	0	3.6	m	0.3	-8.79E+04	3.01
51	67	118Sb	0.25	5.01	h	0.03	-8.77E+04	3.02e+00
51	66	117Sb	0	2.8	h	0.01	-8.86E+04	8.43
51	69	120Sb	0	15.89	m	0.04	-8.84E+04	7.19
51	69	120Sb	0+X	5.76	d	0.02	-8.84E+04	7.19
51	68	119Sb	0	38.2	h	0.3	-8.94E+04	6.99
51	68	119Sb	2.799	0.84	s	0.08	-8.67E+04	7.00e+00
51	70	121Sb	0	STABLE			-8.95E+04	2.5
51	72	123Sb	0	STABLE			-8.92E+04	1.35
51	71	122Sb	0	2.69413	d	0.00032	-8.83E+04	2.5
51	71	122Sb	0.1635591	4.191	m	0.003	-8.82E+04	2.50e+00
51	74	125Sb	0	2.7577	y	0	-8.82E+04	2.51
51	73	124Sb	0	60.209	d	0.01	-8.76E+04	1.35
51	73	124Sb	0.010862700000000001	93	s	5	-8.76E+04	1.36e+00
51	73	124Sb	0.036844	20.2	m	0.2	-8.76E+04	1.36e+00
51	76	127Sb	0	3.84	d	0.03	-8.66E+04	5.08
51	75	126Sb	0	12.3	d	0.1	-8.63E+04	3.18E+1
51	75	126Sb	0.0177	19.1	m	0.1	-8.64E+04	3.18e+01
51	75	126Sb	0.0404	&asymp;11	s		-8.64E+04	3.18e+01
51	78	129Sb	0	4.4	h	0.02	-8.46E+04	2.12E+1
51	78	129Sb	1.85131	17.7	m	0.1	-8.28E+04	2.12e+01
51	77	128Sb	0	9.05	h	0.04	-8.46E+04	1.87E+1
51	77	128Sb	0.01	10.4	m	0.2	-8.46E+04	1.88e+01
51	79	130Sb	0	40.5	m	0.4	-8.22E+04	1.42E+1
51	79	130Sb	0.0048	6.44	m	0.1	-8.23E+04	1.42e+01
51	81	132Sb	0	2.79	m	0.05	-7.96E+04	2.46
51	81	132Sb	0.2	4.1	m	0.05	-7.94E+04	2.47e+00
51	80	131Sb	0	23.03	m	0.04	-8.19E+04	2.08
51	83	134Sb	0	675	ms	5	-7.40E+04	3.07
51	83	134Sb	0.279	10.01	s	0.09	-7.37E+04	3.07e+00
51	82	133Sb	0	2.41	m	0.08	-7.89E+04	3.12
51	85	136Sb	0	924	ms	14	-6.45E+04	5.83
51	84	135Sb	0	1.668	s	0.009	-6.96E+04	2.64
51	87	138Sb	0	314	ms	5	-5.46E+04	3.00E+2
51	86	137Sb	0	506	ms	17	-6.00E+04	5.21E+1
51	89	140Sb	0	171	ms	6	-4.43E+04	6.00E+2
51	88	139Sb	0	182	ms	9	-5.00E+04	4.00E+2
51	90	141Sb	0	103	ms	29	-3.95E+04	5.00E+2
51	91	142Sb	0	53	ms	38	-3.36E+04	3.00E+2
52	54	106Te	0	69	us	3	-5.82E+04	1.00E+2
52	55	107Te	0	3.6	ms	0.2	-6.06E+04	1.01E+2
52	52	104Te	0	18	ns	<	-4.96E+04	3.17E+2
52	53	105Te	0	0.63	us	0.06	-5.28E+04	3.00E+2
52	58	110Te	0	18.6	s	0.8	-7.22E+04	6.57
52	59	111Te	0	26.2	s	0.6	-7.35E+04	6.42
52	56	108Te	0	2.1	s	0.1	-6.57E+04	5.41
52	57	109Te	0	4.4	s	0.2	-6.77E+04	4.38
52	61	113Te	0	1.8	m	0.2	-7.83E+04	2.79E+1
52	62	114Te	0	16.4	m	0.9	-8.18E+04	2.44E+1
52	60	112Te	0	2	m	0.2	-7.75E+04	8.38
52	65	117Te	0	62	m	1	-8.50E+04	1.34E+1
52	65	117Te	0.29610000000000003	103	ms	3	-8.48E+04	1.35e+01
52	66	118Te	0	6	d	0.02	-8.76E+04	1.83E+1
52	63	115Te	0	5.9	m	0.1	-8.20E+04	2.79E+1
52	63	115Te	0.01	7.2	m	0.4	-8.21E+04	2.79e+01
52	64	116Te	0	2.49	h	0.04	-8.52E+04	2.42E+1
52	69	121Te	0	19.27	d	0.08	-8.85E+04	2.58E+1
52	69	121Te	0.293974	164.7	d	0.5	-8.82E+04	2.58e+01
52	67	119Te	0	16.05	h	0.05	-8.71E+04	7.27
52	67	119Te	0.26095999999999997	4.69	d	0.04	-8.69E+04	7.28e+00
52	68	120Te	0	STABLE			-8.93E+04	1.75
52	72	124Te	0	STABLE			-9.05E+04	1.35
52	73	125Te	0	STABLE			-8.90E+04	1.35
52	73	125Te	0.14477500000000001	57.4	d	0.15	-8.89E+04	1.35e+00
52	70	122Te	0	STABLE			-9.03E+04	1.35
52	71	123Te	0	STABLE			-8.91E+04	1.35
52	71	123Te	0.24745	119.3	d	0.1	-8.89E+04	1.35e+00
52	76	128Te	0	2.34e+24	y	2.38e+23-2.38e+23	-8.89E+04	7.06E-1
52	77	129Te	0	69.5	m	0.4	-8.70E+04	7.11E-1
52	77	129Te	0.10551	33.48	d	0.13	-8.69E+04	7.11e-01
52	74	126Te	0	STABLE			-9.00E+04	1.35
52	75	127Te	0	9.35	h	0.06	-8.82E+04	1.36
52	75	127Te	0.08823	106.1	d	0.7	-8.82E+04	1.36e+00
52	78	130Te	0	7.90e+20	y	2.00e+19	-8.73E+04	1.10E-2
52	79	131Te	0	25	m	0.1	-8.52E+04	6.10E-2
52	79	131Te	0.182258	32.86	h	0.39	-8.50E+04	6.10e-02
52	79	131Te	1.94	93	ms	12	-8.33E+04	6.10e-02
52	80	132Te	0	3.204	d	0.013	-8.51E+04	3.48
52	83	135Te	0	19	s	0.2	-7.77E+04	1.72
52	84	136Te	0	17.66	s	0.08	-7.44E+04	2.28
52	81	133Te	0	12.5	m	0.3	-8.29E+04	2.06
52	81	133Te	0.33426	55.4	m	0.4	-8.26E+04	2.07e+00
52	82	134Te	0	41.8	m	0.8	-8.25E+04	2.74
52	87	139Te	0	0.724	s	0.081	-6.02E+04	3.54
52	88	140Te	0	351	ms	5	-5.63E+04	1.43E+1
52	85	137Te	0	2.48	s	0.03	-6.93E+04	2.1
52	86	138Te	0	1.46	s	0.25	-6.56E+04	3.78
52	89	141Te	0	193	ms	16	-5.06E+04	4.00E+2
52	90	142Te	0	147	ms	7	-4.65E+04	5.00E+2
52	91	143Te	0	120	ms	8	-4.05E+04	5.00E+2
52	92	144Te	0	93	ms	60	-3.62E+04	3.00E+2
52	93	145Te	0				-3.00E+04	3.00E+2
53	55	108I	0	26.4	ms	0.8	-5.27E+04	1.01E+2
53	56	109I	0	92.7	us	0.7	-5.76E+04	6.72
53	59	112I	0	3.34	s	0.11	-6.70E+04	1.02E+1
53	57	110I	0	0.67	s	0.02	-6.04E+04	6.19E+1
53	58	111I	0	2.5	s	0.2	-6.49E+04	4.75
53	62	115I	0	1.3	m	0.2	-7.63E+04	2.88E+1
53	63	116I	0	2.91	s	0.15	-7.74E+04	7.50E+1
53	60	113I	0	5.9	s	0.5	-7.11E+04	8.01
53	61	114I	0	2.1	s	0.2	-7.26E+04	2.00E+1
53	61	114I	0.26589999999999997	6.2	s	0.5	-7.24E+04	2.00e+01
53	66	119I	0	18.8	m	0.4	-8.37E+04	2.17E+1
53	67	120I	0	81.7	m	0.2	-8.37E+04	1.51E+1
53	67	120I	0.32	51	m	2	-8.34E+04	1.51e+01
53	64	117I	0	2.22	m	0.04	-8.04E+04	2.55E+1
53	65	118I	0	13.8	m	0.4	-8.09E+04	1.97E+1
53	65	118I	0.18880000000000002	8.5	m	0.5	-8.08E+04	1.98e+01
53	68	121I	0	2.12	h	0.01	-8.62E+04	4.72
53	69	122I	0	3.63	m	0.06	-8.60E+04	5.18
53	70	123I	0	13.2229	h	0.0014	-8.79E+04	3.68
53	73	126I	0	12.93	d	0.05	-8.79E+04	3.77
53	74	127I	0	STABLE			-8.89E+04	3.62
53	71	124I	0	4.176	d	0.0003	-8.73E+04	2.29
53	72	125I	0	59.398	d	0.012	-8.88E+04	1.35
53	77	130I	0	12.36	h	0.01	-8.69E+04	3.15
53	77	130I	0.0399525	8.83	m	0.05	-8.69E+04	3.15e+00
53	78	131I	0	8.0247	d	0.0015	-8.74E+04	6.05E-1
53	75	128I	0	25	m	0.02	-8.77E+04	3.62
53	76	129I	0	1.61e+07	y	1.75e+05	-8.85E+04	3.15
53	79	132I	0	2.2839	h	0.0017	-8.57E+04	4.06
53	79	132I	0.12	1.387	h	0.015	-8.56E+04	4.07e+00
53	80	133I	0	20.8	h	0.1	-8.58E+04	5.9
53	80	133I	1.634148	9	s	2	-8.42E+04	5.90e+00
53	81	134I	0	52.6	m	0.2	-8.40E+04	4.85
53	81	134I	0.31649	3.53	m	0.04	-8.37E+04	4.86e+00
53	84	137I	0	24.13	s	0.12	-7.63E+04	8.38
53	85	138I	0	6.303	s	0.041	-7.19E+04	5.96
53	82	135I	0	6.55	h	0.03	-8.37E+04	2.06
53	83	136I	0	83.4	s	0.4	-7.95E+04	1.41E+1
53	83	136I	0.2	46.6	s	1.1	-7.93E+04	1.42e+01
53	88	141I	0	418	ms	8	-5.99E+04	1.58E+1
53	89	142I	0	235	ms	11	-5.48E+04	4.93
53	86	139I	0	2.29	s	0.02	-6.84E+04	4
53	87	140I	0	380	ms	20	-6.36E+04	1.21E+1
53	87	140I	0+X	910	ms	50	-6.36E+04	1.21E+1
53	87	140I	0+X	470	ms	40	-6.36E+04	1.21E+1
53	91	144I	0	94	ms	8	-4.53E+04	4.00E+2
53	92	145I	0	89.7	ms	9.3	-4.11E+04	5.00E+2
53	90	143I	0	182	ms	8	-5.07E+04	2.00E+2
53	93	146I	0	94	ms	26	-3.55E+04	3.00E+2
53	94	147I	0				-3.12E+04	3.00E+2
54	71	125Xe	0	16.962	h	0.06	-8.71E+04	1.41
54	71	125Xe	0.25261	56	s	3	-8.69E+04	1.42e+00
54	70	124Xe	0	STABLE			-8.76E+04	1.35
54	75	129Xe	0	STABLE			-8.86E+04	5.05E-3
54	75	129Xe	0.23614	8.88	d	0.02	-8.85E+04	5.05e-03
54	74	128Xe	0	STABLE			-8.98E+04	5.20E-3
54	73	127Xe	0	36.344	d	0.005	-8.83E+04	4.08
54	73	127Xe	0.29710000000000003	69.5	s	0.8	-8.80E+04	4.09e+00
54	72	126Xe	0	STABLE			-8.91E+04	5.62E-3
54	79	133Xe	0	5.2474	d	0.0005	-8.76E+04	2.4
54	79	133Xe	0.233221	2.191	d	0.026	-8.74E+04	2.40e+00
54	78	132Xe	0	STABLE			-8.92E+04	5.07E-3
54	77	131Xe	0	STABLE			-8.84E+04	5.12E-3
54	77	131Xe	0.16393000000000002	11.931	d	0.016	-8.82E+04	5.12e-03
54	76	130Xe	0	STABLE			-8.98E+04	8.99E-3
54	82	136Xe	0	2.19e+21	y	4.85e+19-4.85e+19	-8.64E+04	7.00E-3
54	81	135Xe	0	9.168	h	0.007	-8.64E+04	3.66
54	81	135Xe	0.5265510000000001	15.287	m	0.02	-8.59E+04	3.67e+00
54	80	134Xe	0	STABLE			-8.81E+04	5.77E-3
54	80	134Xe	1.9655	290	ms	17	-8.62E+04	5.77e-03
54	86	140Xe	0	13.6	s	0.1	-7.29E+04	2.32
54	85	139Xe	0	39.72	s	0.13	-7.56E+04	2.14
54	84	138Xe	0	14.14	m	0.05	-7.99E+04	2.8
54	83	137Xe	0	3.821	m	0.011	-8.23E+04	1.04E-1
54	89	143Xe	0	511	ms	6	-6.02E+04	4.65
54	88	142Xe	0	1.227	s	0.017	-6.52E+04	2.7
54	87	141Xe	0	1.72	s	0.013	-6.81E+04	2.88
54	93	147Xe	0	88	ms	14	-4.24E+04	2.00E+2
54	92	146Xe	0	146	ms	5	-4.79E+04	2.42E+1
54	91	145Xe	0	188	ms	4	-5.14E+04	1.11E+1
54	90	144Xe	0	388	ms	7	-5.68E+04	5.31
54	96	150Xe	0				-2.89E+04	3.00E+2
54	95	149Xe	0				-3.30E+04	3.00E+2
54	94	148Xe	0	85	ms	15	-3.86E+04	3.00E+2
54	57	111Xe	0	0.74	s	0.2	-5.45E+04	1.15E+2
54	56	110Xe	0	93	ms	3	-5.19E+04	1.00E+2
54	55	109Xe	0	13	ms	2	-4.61E+04	3.00E+2
54	54	108Xe	0	58	us	83	-4.26E+04	3.79E+2
54	59	113Xe	0	2.74	s	0.08	-6.22E+04	6.84
54	58	112Xe	0	2.7	s	0.8	-6.00E+04	8.28
54	60	114Xe	0	10	s	0.4	-6.70E+04	1.11E+1
54	64	118Xe	0	3.8	m	0.9	-7.80E+04	1.03E+1
54	63	117Xe	0	61	s	2	-7.41E+04	1.03E+1
54	62	116Xe	0	58	s	2	-7.30E+04	1.30E+1
54	61	115Xe	0	18	s	4	-6.86E+04	1.21E+1
54	68	122Xe	0	20.1	h	0.1	-8.53E+04	1.11E+1
54	67	121Xe	0	39.1	m	1	-8.24E+04	1.02E+1
54	66	120Xe	0	46	m	0.6	-8.21E+04	1.18E+1
54	65	119Xe	0	5.8	m	0.3	-7.87E+04	1.03E+1
54	69	123Xe	0	2.05	h	0.014	-8.52E+04	9.53
55	58	113Cs	0	16.9	us	0.1	-5.17E+04	8.57
55	57	112Cs	0	488	us	35	-4.64E+04	1.16E+2
55	59	114Cs	0	0.57	s	0.02	-5.46E+04	8.50E+1
55	61	116Cs	0	0.7	s	0.03	-6.20E+04	1.00E+2
55	61	116Cs	0+X	3.9	s	0.1	-6.20E+04	1.00E+2
55	60	115Cs	0	1.03	s	0.1	-5.96E+04	1.02E+2
55	65	120Cs	0	60.4	s	0.6	-7.38E+04	9.97
55	65	120Cs	0+X	57	s	6	-7.38E+04	9.97
55	64	119Cs	0	29.1	s	0.7	-7.23E+04	1.39E+1
55	64	119Cs	0.0863	43	s	0.2	-7.22E+04	1.39e+01
55	63	118Cs	0	14	s	2	-6.84E+04	1.27E+1
55	63	118Cs	0+X	17	s	3	-6.84E+04	1.27E+1
55	62	117Cs	0+X	8.4	s	0.6	-6.64E+04	6.24E+1
55	62	117Cs	0+X	6.5	s	0.4	-6.64E+04	6.24E+1
55	69	124Cs	0	30.9	s	0.4	-8.17E+04	9.15
55	69	124Cs	0.46263	6.4	s	0.07	-8.13E+04	9.15e+00
55	68	123Cs	0	5.91	m	0.06	-8.10E+04	1.21E+1
55	68	123Cs	0.15627000000000002	1.7	s	0.1	-8.09E+04	1.21e+01
55	67	122Cs	0	21.18	s	0.19	-7.81E+04	3.36E+1
55	67	122Cs	0.12707	0.36	s	0.02	-7.80E+04	3.37e+01
55	67	122Cs	0.14	3.7	m	0.11	-7.80E+04	3.37e+01
55	66	121Cs	0	155	s	4	-7.71E+04	1.42E+1
55	66	121Cs	0.0685	122	s	3	-7.70E+04	1.43e+01
55	72	127Cs	0	6.25	h	0.1	-8.62E+04	5.57
55	71	126Cs	0	1.643	m	0.017	-8.43E+04	1.03E+1
55	70	125Cs	0	44.35	m	0.29	-8.40E+04	7.73
55	76	131Cs	0	9.688	d	0.004	-8.80E+04	1.77E-1
55	75	130Cs	0	29.2	m	0.04	-8.68E+04	8.35
55	75	130Cs	0.16325	3.46	m	0.06	-8.67E+04	8.36e+00
55	74	129Cs	0	32.13	h	0.1	-8.74E+04	4.55
55	73	128Cs	0	3.64	m	0.02	-8.59E+04	5.37
55	79	134Cs	0	2.0656	y	0.0005	-8.68E+04	1.60E-2
55	79	134Cs	0.1387441	2.912	h	0.002	-8.68E+04	1.60e-02
55	78	133Cs	0	STABLE			-8.80E+04	8.00E-3
55	77	132Cs	0	6.48	d	0.006	-8.71E+04	1.03
55	83	138Cs	0	32.48	m	0.2	-8.28E+04	9.15
55	83	138Cs	0.0799	2.91	m	0.07	-8.28E+04	9.16e+00
55	82	137Cs	0	30.007	y	0	-8.65E+04	3.02E-1
55	81	136Cs	0	13.01	d	0.05	-8.63E+04	1.87
55	81	136Cs	0.5179	17.5	s	0.2	-8.58E+04	1.87e+00
55	80	135Cs	0	1.33e+06	y	1.90e+05	-8.75E+04	3.64E-1
55	80	135Cs	1.6329	53	m	2	-8.59E+04	3.64e-01
55	87	142Cs	0	1.687	s	0.009	-7.05E+04	7.06
55	86	141Cs	0	24.86	s	0.1	-7.44E+04	9.19
55	85	140Cs	0	64	s	0.4	-7.70E+04	8.19
55	84	139Cs	0	9.25	m	0.06	-8.07E+04	3.13
55	89	144Cs	0	0.993	s	0.007	-6.32E+04	2.01E+1
55	88	143Cs	0	1.795	s	0.008	-6.76E+04	7.57
55	90	145Cs	0	588	ms	5	-6.00E+04	9.06
55	94	149Cs	0	112	ms	3	-4.33E+04	4.00E+2
55	93	148Cs	0	151	ms	2	-4.69E+04	1.30E+1
55	92	147Cs	0	232	ms	2	-5.19E+04	8.38
55	91	146Cs	0	322	ms	1	-5.53E+04	2.89
55	97	152Cs	0				-2.91E+04	5.00E+2
55	96	151Cs	0	59	ms	19	-3.42E+04	5.00E+2
55	95	150Cs	0	80.8	ms	2.8	-3.81E+04	4.00E+2
56	92	148Ba	0	619	ms	4	-5.75E+04	1.49
56	93	149Ba	0	352	ms	5	-5.28E+04	2.51
56	94	150Ba	0	258	ms	5	-4.98E+04	5.68
56	95	151Ba	0	167	ms	5	-4.49E+04	4.00E+2
56	90	146Ba	0	2.16	s	0.04	-6.48E+04	1.77
56	91	147Ba	0	894	ms	7	-6.02E+04	1.97E+1
56	96	152Ba	0	140	ms	7	-4.16E+04	4.00E+2
56	97	153Ba	0	113	ms	39	-3.64E+04	4.00E+2
56	98	154Ba	0	53	ms	48	-3.29E+04	5.00E+2
56	58	114Ba	0	0.41	s	0.05	-4.59E+04	1.02E+2
56	59	115Ba	0	0.45	s	0.05	-4.89E+04	2.00E+2
56	60	116Ba	0	1.3	s	0.2	-5.43E+04	2.00E+2
56	61	117Ba	0	1.75	s	0.06	-5.74E+04	2.50E+2
56	62	118Ba	0	5.2	s	0.2	-6.22E+04	2.00E+2
56	67	123Ba	0	2.4	m	0.4	-7.56E+04	1.21E+1
56	68	124Ba	0	10.8	m	0.6	-7.90E+04	1.24E+1
56	69	125Ba	0	3.3	m	0.3	-7.96E+04	1.09E+1
56	63	119Ba	0	5.4	s	0.3	-6.45E+04	2.00E+2
56	64	120Ba	0	24	s	2	-6.88E+04	3.00E+2
56	65	121Ba	0	29.7	s	1.5	-7.07E+04	1.41E+2
56	66	122Ba	0	1.95	m	0.15	-7.46E+04	2.79E+1
56	70	126Ba	0	98.6	m	1.5	-8.26E+04	1.24E+1
56	71	127Ba	0	12.8	m	0.3	-8.28E+04	1.13E+1
56	71	127Ba	0.08032	1.93	s	0.07	-8.27E+04	1.14e+01
56	72	128Ba	0	2.43	d	0.05	-8.53E+04	1.61
56	73	129Ba	0	2.23	h	0.1	-8.50E+04	1.05E+1
56	73	129Ba	0.00842	2.142	h	0.008	-8.51E+04	1.05e+01
56	78	134Ba	0	STABLE			-8.89E+04	2.51E-1
56	79	135Ba	0	STABLE			-8.78E+04	2.45E-1
56	79	135Ba	0.268218	28.12	h	0.06	-8.76E+04	2.45e-01
56	74	130Ba	0	STABLE			-8.72E+04	2.87E-1
56	75	131Ba	0	11.52	d	0.01	-8.66E+04	4.15E-1
56	75	131Ba	0.187995	14.26	m	0.09	-8.65E+04	4.15e-01
56	76	132Ba	0	STABLE			-8.84E+04	1.05
56	77	133Ba	0	10.536	y	0	-8.75E+04	9.92E-1
56	77	133Ba	0.288252	38.87	h	0.07	-8.73E+04	9.92e-01
56	81	137Ba	0	STABLE			-8.77E+04	2.48E-1
56	81	137Ba	0.661659	2.5518	m	0.001	-8.71E+04	2.48e-01
56	82	138Ba	0	STABLE			-8.82E+04	2.49E-1
56	83	139Ba	0	82.89	m	0.14	-8.49E+04	2.53E-1
56	84	140Ba	0	12.7526	d	0.0014	-8.32E+04	7.9
56	80	136Ba	0	STABLE			-8.88E+04	2.45E-1
56	80	136Ba	2.030535	302.2	ms	6.2	-8.69E+04	2.45e-01
56	89	145Ba	0	3.99	s	0.19	-6.75E+04	8.47
56	85	141Ba	0	18.24	m	0.08	-7.97E+04	5.31
56	86	142Ba	0	10.51	m	0.15	-7.78E+04	5.92
56	87	143Ba	0	14.38	s	0.21	-7.39E+04	6.75
56	88	144Ba	0	11.7	s	0.1	-7.17E+04	7.13
57	60	117La	0	21.7	ms	1.8	-4.62E+04	2.00E+2
57	63	120La	0+X	2.8	s	0.2	-5.75E+04	3.00E+2
57	68	125La	0	64.8	s	1.2	-7.37E+04	2.59E+1
57	68	125La	0.107	0.39	s	0.04	-7.37E+04	2.60e+01
57	69	126La	0+X	54	s	2	-7.49E+04	9.05E+1
57	69	126La	0+X	50	s	<	-7.49E+04	9.05E+1
57	64	121La	0	5.3	s	0.2	-6.21E+04	3.00E+2
57	65	122La	0	8.7	s	0.7	-6.45E+04	2.98E+2
57	66	123La	0	16.3	s	0.3	-6.86E+04	1.96E+2
57	67	124La	0+X	21	s	4	-7.02E+04	5.66E+1
57	67	124La	0+X	29.21	s	0.17	-7.02E+04	5.66E+1
57	71	128La	0	5.1	m	0.2	-7.86E+04	5.44E+1
57	71	128La	0+X	1.4	m	<	-7.86E+04	5.44E+1
57	72	129La	0	11.6	m	0.2	-8.13E+04	2.13E+1
57	72	129La	0.17233	0.56	s	0.05	-8.12E+04	2.13e+01
57	73	130La	0	8.7	m	0.1	-8.16E+04	2.59E+1
57	74	131La	0	59	m	2	-8.37E+04	2.79E+1
57	70	127La	0	5.1	m	0.1	-7.78E+04	2.60E+1
57	70	127La	0.014199999999999999	3.7	m	0.4	-7.79E+04	2.60e+01
57	79	136La	0	9.87	m	0.03	-8.60E+04	5.31E+1
57	79	136La	0.2595	113	ms	4	-8.58E+04	5.32e+01
57	75	132La	0	4.58	h	0.09	-8.37E+04	3.63E+1
57	75	132La	0.1882	24.3	m	0.5	-8.35E+04	3.64e+01
57	76	133La	0	3.89	h	0.03	-8.54E+04	2.79E+1
57	77	134La	0	6.45	m	0.16	-8.52E+04	1.99E+1
57	78	135La	0	18.95	h	0.13	-8.66E+04	9.43
57	82	139La	0	STABLE			-8.72E+04	6.07E-1
57	83	140La	0	40.284	h	0.003	-8.43E+04	6.07E-1
57	84	141La	0	3.93	h	0.03	-8.29E+04	4.12
57	85	142La	0	91.8	m	0.5	-8.00E+04	6.28
57	80	137La	0	6.00e+04	y	2.00e+04	-8.71E+04	1.64
57	81	138La	0	1.03e+11	y	1.11e+09	-8.65E+04	4.16E-1
57	86	143La	0	14.09	m	0.07	-7.81E+04	7.32
57	87	144La	0	40.8	s	0.4	-7.48E+04	1.29E+1
57	88	145La	0	24.8	s	2	-7.28E+04	1.22E+1
57	89	146La	0	6.1	s	0.3	-6.92E+04	1.67
57	89	146La	0.14150000000000001	9.8	s	0.4	-6.91E+04	1.68e+00
57	93	150La	0	0.51	s	-0.012	-5.63E+04	2.51
57	94	151La	0	0.457	s	0.012	-5.33E+04	4.35E+2
57	95	152La	0	298	ms	-17	-4.92E+04	3.00E+2
57	96	153La	0	244	ms	18	-4.60E+04	3.00E+2
57	90	147La	0	4.024	s	0.011	-6.66E+04	1.07E+1
57	91	148La	0	1.411	s	0.028	-6.27E+04	1.94E+1
57	92	149La	0	1.085	s	0.026	-6.02E+04	2.00E+2
57	97	154La	0	163	ms	15	-4.15E+04	3.00E+2
57	98	155La	0	100	ms	25	-3.79E+04	4.00E+2
57	99	156La	0	84	ms	78	-3.30E+04	4.00E+2
57	100	157La	0				-2.90E+04	3.00E+2
58	100	158Ce	0	99	ms	93	-3.65E+04	4.00E+2
58	63	121Ce	0	1.1	s	0.1	-5.26E+04	4.01E+2
58	64	122Ce	0				-5.78E+04	4.01E+2
58	69	127Ce	0	34	s	2	-7.19E+04	2.88E+1
58	69	127Ce	0.0073	28.6	s	0.7	-7.20E+04	2.89e+01
58	65	123Ce	0	3.8	s	0.2	-6.02E+04	2.98E+2
58	66	124Ce	0	9.1	s	2.3	-6.49E+04	2.98E+2
58	67	125Ce	0	9.7	s	0.3	-6.66E+04	1.96E+2
58	67	125Ce	0.0936	&asymp;3	s		-6.66E+04	1.96e+02
58	68	126Ce	0	51	s	0.4	-7.08E+04	2.79E+1
58	72	130Ce	0	22.9	m	0.5	-7.94E+04	2.79E+1
58	73	131Ce	0	10.3	m	0.3	-7.97E+04	3.28E+1
58	73	131Ce	0.06309	5	m	1	-7.96E+04	3.28e+01
58	74	132Ce	0	3.51	h	0.11	-8.24E+04	2.04E+1
58	75	133Ce	0	97	m	4	-8.24E+04	1.63E+1
58	75	133Ce	0.037200000000000004	5.326	h	0.011	-8.24E+04	1.64e+01
58	70	128Ce	0	4	m	0.1	-7.55E+04	2.79E+1
58	71	129Ce	0	3.5	m	0.3	-7.62E+04	2.79E+1
58	76	134Ce	0	3.22	d	0.04	-8.48E+04	2.03E+1
58	77	135Ce	0	17.7	h	0.2	-8.46E+04	1.02E+1
58	77	135Ce	0.44581	20	s	1	-8.42E+04	1.03e+01
58	78	136Ce	0	STABLE			-8.65E+04	3.24E-1
58	79	137Ce	0	9.11	h	0.03	-8.59E+04	3.60E-1
58	79	137Ce	0.25429	34.8	h	0.03	-8.57E+04	3.60e-01
58	83	141Ce	0	32.504	d	0.011	-8.54E+04	1.31
58	84	142Ce	0	STABLE			-8.45E+04	2.44
58	85	143Ce	0	33.037	h	0.008	-8.16E+04	2.44
58	86	144Ce	0	284.886	d	0.03	-8.04E+04	2.83
58	80	138Ce	0	STABLE			-8.75E+04	4.99E-1
58	80	138Ce	2.12928	8.73	ms	0.2	-8.54E+04	4.99e-01
58	81	139Ce	0	137.64	d	0.02	-8.69E+04	2.08
58	81	139Ce	0.75424	57.58	s	0.32	-8.62E+04	2.09e+00
58	82	140Ce	0	STABLE			-8.80E+04	1.31
58	87	145Ce	0	3.02	m	0.05	-7.70E+04	3.39E+1
58	88	146Ce	0	13.22	m	0.09	-7.56E+04	1.46E+1
58	89	147Ce	0	56.4	s	1.1	-7.20E+04	8.58
58	94	152Ce	0	1.42	s	0.02	-5.89E+04	2.00E+2
58	95	153Ce	0	865	ms	25	-5.49E+04	2.00E+2
58	96	154Ce	0	722	ms	14	-5.22E+04	2.00E+2
58	97	155Ce	0	313	ms	7	-4.77E+04	3.00E+2
58	90	148Ce	0	56.8	s	0.3	-7.03E+04	1.11E+1
58	91	149Ce	0	5.2	s	0.3	-6.66E+04	1.02E+1
