z	n	name	levelEnergy(MeV)	halflife	halflifeUnit	halflifeUncertainty	massExcess(keV)	massExcessUncertainty
34	33	67Se	0	133	ms	4	-4.65E+04	6.70E+1
34	30	64Se	0	22.6	ms	0.2	-2.68E+04	5.00E+2
34	31	65Se	0	34.2	ms	0.7	-3.30E+04	3.00E+2
34	38	72Se	0	8.4	d	0.08	-6.78E+04	1.95
34	39	73Se	0	7.18	h	0.02	-6.82E+04	7.42
34	39	73Se	0.02571	39.8	m	1.3	-6.82E+04	7.42e+00
34	29	63Se	0	13.2	ms	3.9	-1.68E+04	5.00E+2
35	63	98Br	0				-2.80E+04	4.00E+2
35	62	97Br	0				-3.40E+04	4.00E+2
35	61	96Br	0				-3.82E+04	3.00E+2
35	60	95Br	0				-4.38E+04	3.00E+2
35	52	87Br	0	55.68	s	0.12	-7.38E+04	3.17
35	51	86Br	0	55.1	s	0.4	-7.56E+04	3.07
35	50	85Br	0	2.94	m	0.06	-7.85E+04	3.07
35	59	94Br	0	70	ms	20	-4.76E+04	2.00E+2
35	58	93Br	0	152	ms	8	-5.28E+04	4.30E+2
35	57	92Br	0	344	ms	15	-5.62E+04	6.7
35	56	91Br	0	544	ms	10	-6.11E+04	3.54
35	55	90Br	0	1.91	s	0.01	-6.40E+04	3.35
35	54	89Br	0	4.348	s	0.022	-6.82E+04	3.26
35	53	88Br	0	16.34	s	0.08	-7.07E+04	3.17
35	41	76Br	0	16.16	h	0.17	-7.02E+04	9.32
35	41	76Br	0.10258	1.4	s	0.07	-7.02E+04	9.32e+00
35	40	75Br	0	96.7	m	1.3	-6.91E+04	4.28
35	49	84Br	0	31.76	m	0.07	-7.77E+04	2.57E+1
35	49	84Br	0.32	6	m	0.2	-7.75E+04	2.57e+01
35	48	83Br	0	2.374	h	0.004	-7.90E+04	3.79
35	47	82Br	0	35.284	h	0.007	-7.74E+04	9.71E-1
35	47	82Br	0.045949199999999996	6.13	m	0.05	-7.75E+04	9.71e-01
35	46	81Br	0	STABLE			-7.79E+04	9.78E-1
35	45	80Br	0	17.68	m	0.02	-7.58E+04	9.93E-1
35	45	80Br	0.085843	4.4204	h	0.0009	-7.58E+04	9.93e-01
35	44	79Br	0	STABLE			-7.60E+04	1
35	44	79Br	0.20761000000000002	4.85	s	0.03	-7.59E+04	1.00e+00
35	43	78Br	0	6.45	m	0.03	-7.34E+04	3.58
35	42	77Br	0	57.04	h	0.12	-7.32E+04	2.81
35	42	77Br	0.10586	4.25	m	0.08	-7.31E+04	2.81e+00
35	38	73Br	0	3.4	m	0.2	-6.36E+04	6.74
35	37	72Br	0	78.6	s	2.4	-5.90E+04	1.02
35	37	72Br	0.1012	10.3	s	0.6	-5.90E+04	1.02e+00
35	36	71Br	0	21.4	s	0.6	-5.65E+04	5.4
35	35	70Br	0	78.88	ms	0.31	-5.14E+04	1.49E+1
35	35	70Br	2.2923000000000004	2.162	s	0.05	-4.91E+04	1.49e+01
35	34	69Br	0	24	ns	<	-4.62E+04	4.20E+1
35	33	68Br	0	35	ns	5	-3.87E+04	2.59E+2
35	39	74Br	0	25.4	m	0.3	-6.52E+04	5.83
35	39	74Br	0.01358	44	m	2.2	-6.53E+04	5.83e+00
36	64	100Kr	0	7	ms	8	-3.44E+04	4.00E+2
36	63	99Kr	0	13	ms	28	-3.84E+04	4.00E+2
36	62	98Kr	0	43	ms	4	-4.41E+04	3.00E+2
36	61	97Kr	0	62	ms	3	-4.74E+04	1.30E+2
36	60	96Kr	0	80	ms	6	-5.30E+04	1.92E+1
36	65	101Kr	0				-2.85E+04	5.00E+2
36	53	89Kr	0	3.147	m	0.035	-7.65E+04	2.14
36	52	88Kr	0	2.803	h	0.009	-7.96E+04	2.6
36	51	87Kr	0	76.09	m	0.36	-8.07E+04	2.46E-1
36	50	86Kr	0	STABLE			-8.32E+04	3.72E-3
36	59	95Kr	0	114	ms	7	-5.61E+04	1.86E+1
36	58	94Kr	0	212	ms	4	-6.13E+04	1.21E+1
36	57	93Kr	0	1.284	s	0.01	-6.41E+04	2.51
36	56	92Kr	0	1.841	s	0.008	-6.87E+04	2.7
36	55	91Kr	0	8.57	s	0.04	-7.09E+04	2.23
36	54	90Kr	0	32.32	s	0.09	-7.49E+04	1.86
36	42	78Kr	0	STABLE			-7.41E+04	3.07E-1
36	41	77Kr	0	71.25	m	0.42	-7.01E+04	1.95
36	40	76Kr	0	14.8	h	0.1	-6.90E+04	4.01
36	49	85Kr	0	10.73	y	0	-8.14E+04	2
36	49	85Kr	0.304871	4.48	h	0.008	-8.12E+04	2.00e+00
36	48	84Kr	0	STABLE			-8.24E+04	3.82E-3
36	47	83Kr	0	STABLE			-7.99E+04	8.99E-3
36	47	83Kr	0.0415575	1.83	h	0.02	-7.99E+04	9.00e-03
36	46	82Kr	0	STABLE			-8.05E+04	5.51E-3
36	45	81Kr	0	2.29e+05	y	1.10e+04	-7.76E+04	1.07
36	45	81Kr	0.19064	13.21	s	0.11	-7.75E+04	1.07e+00
36	44	80Kr	0	STABLE			-7.78E+04	6.95E-1
36	43	79Kr	0	34.96	h	0.03	-7.44E+04	3.48
36	43	79Kr	0.12977000000000002	50	s	3	-7.43E+04	3.48e+00
36	31	67Kr	0	7.4	ms	3	-1.55E+04	4.24E+2
36	39	75Kr	0	4.55	m	0.09	-6.43E+04	8.1
36	38	74Kr	0	11.5	m	0.1	-6.23E+04	2.01
36	37	73Kr	0	27.3	s	1	-5.65E+04	6.57
36	36	72Kr	0	17.1	s	0.2	-5.39E+04	8.01
36	35	71Kr	0	95	ms	0.4	-4.63E+04	1.28E+2
36	34	70Kr	0	45.19	ms	0.14	-4.11E+04	2.00E+2
36	33	69Kr	0	27.9	ms	0.8	-3.21E+04	3.00E+2
36	32	68Kr	0	21.6	ms	3.3	-2.56E+04	5.00E+2
37	55	92Rb	0	4.48	s	0.03	-7.47E+04	6.12
37	56	93Rb	0	5.85	s	0.02	-7.26E+04	7.83
37	57	94Rb	0	2.704	s	0.005	-6.85E+04	2.02
37	58	95Rb	0	379.9	ms	1.6	-6.58E+04	2.02E+1
37	59	96Rb	0	201.6	ms	1	-6.13E+04	3.35
37	50	87Rb	0	4.97e+10	y	3.20e+08	-8.45E+04	6.00E-3
37	51	88Rb	0	17.775	m	0.017	-8.26E+04	1.59E-1
37	52	89Rb	0	15.39	m	0.1	-8.17E+04	5.42
37	53	90Rb	0	158	s	4	-7.93E+04	6.45
37	53	90Rb	0.10690000000000001	258	s	3	-7.93E+04	6.45e+00
37	54	91Rb	0	58	s	0.2	-7.77E+04	7.8
37	44	81Rb	0	4.571	h	0.003	-7.54E+04	4.9
37	44	81Rb	0.08631	30.41	m	0.19	-7.54E+04	4.90e+00
37	45	82Rb	0	1.2577	m	0.0009	-7.61E+04	3
37	45	82Rb	0.069	6.472	h	0.006	-7.61E+04	3.01e+00
37	46	83Rb	0	86.2	d	0.1	-7.90E+04	2.32
37	47	84Rb	0	32.82	d	0.07	-7.97E+04	2.19
37	47	84Rb	0.463616	20.26	m	0.08	-7.93E+04	2.19e+00
37	48	85Rb	0	STABLE			-8.21E+04	5.00E-3
37	49	86Rb	0	18.671	d	0.01	-8.27E+04	2.00E-1
37	49	86Rb	0.5560499999999999	1.017	m	0.003	-8.22E+04	2.00e-01
37	40	77Rb	0	3.78	m	0.04	-6.48E+04	1.3
37	41	78Rb	0	17.66	m	0.04	-6.69E+04	3.23
37	41	78Rb	0.11119	5.75	m	0.03	-6.68E+04	3.24e+00
37	42	79Rb	0	22.8	m	0.3	-7.08E+04	1.94
37	43	80Rb	0	33.4	s	0.7	-7.21E+04	1.86
37	35	72Rb	0	103	ns	22	-3.83E+04	5.00E+2
37	36	73Rb	0	81	ns	<	-4.60E+04	4.07E+1
37	37	74Rb	0	64.777	ms	0.029	-5.19E+04	3.02
37	38	75Rb	0	19	s	1.2	-5.72E+04	1.18
37	39	76Rb	0	36.5	s	0.5	-6.04E+04	9.38E-1
37	66	103Rb	0	23	ms	4	-3.31E+04	4.00E+2
37	67	104Rb	0				-2.74E+04	5.00E+2
37	60	97Rb	0	169.1	ms	0.6	-5.85E+04	1.91
37	61	98Rb	0	115	ms	6	-5.43E+04	1.60E+1
37	61	98Rb	0.07	96	ms	3	-5.43E+04	1.61e+01
37	62	99Rb	0	53.8	ms	2.7	-5.11E+04	4.03
37	63	100Rb	0	52	ms	2	-4.62E+04	1.31E+1
37	64	101Rb	0	32	ms	1	-4.25E+04	2.04E+1
37	65	102Rb	0	37	ms	4	-3.72E+04	8.29E+1
38	67	105Sr	0	39	ms	5	-3.81E+04	5.00E+2
38	68	106Sr	0	20	ms	1	-3.43E+04	6.00E+2
38	69	107Sr	0				-2.82E+04	7.00E+2
38	60	98Sr	0	653	ms	2	-6.64E+04	3.22
38	61	99Sr	0	269	ms	1	-6.25E+04	4.73
38	62	100Sr	0	201	ms	1	-5.98E+04	6.91
38	63	101Sr	0	114	ms	2	-5.53E+04	8.48
38	64	102Sr	0	72	ms	6	-5.21E+04	6.70E+1
38	65	103Sr	0	56	ms	9	-4.72E+04	2.00E+2
38	66	104Sr	0	51	ms	4	-4.37E+04	3.00E+2
38	56	94Sr	0	75.3	s	0.2	-7.88E+04	1.66
38	57	95Sr	0	23.9	s	0.14	-7.51E+04	5.81
38	58	96Sr	0	1.065	s	0.015	-7.29E+04	8.46
38	59	97Sr	0	431	ms	5	-6.85E+04	3.38
38	50	88Sr	0	STABLE			-8.79E+04	5.61E-3
38	51	89Sr	0	50.56	d	0.03	-8.62E+04	9.20E-2
38	52	90Sr	0	28.91	y	0	-8.59E+04	1.44
38	53	91Sr	0	9.68	h	0.02	-8.36E+04	5.45
38	54	92Sr	0	2.61	h	0.02	-8.28E+04	3.42
38	55	93Sr	0	7.43	m	0.03	-8.00E+04	7.55
38	45	83Sr	0	32.41	h	0.03	-7.67E+04	6.83
38	45	83Sr	0.25915	4.95	s	0.12	-7.65E+04	6.83e+00
38	46	84Sr	0	STABLE			-8.06E+04	1.24
38	47	85Sr	0	64.849	d	0.004	-8.11E+04	2.81
38	47	85Sr	0.23879	67.63	m	0.04	-8.09E+04	2.81e+00
38	48	86Sr	0	STABLE			-8.45E+04	5.24E-3
38	49	87Sr	0	STABLE			-8.48E+04	5.13E-3
38	49	87Sr	0.3885287	2.815	h	0.011	-8.45E+04	5.13e-03
38	40	78Sr	0	156	s	3	-6.31E+04	7.45
38	41	79Sr	0	2.23	m	0.07	-6.54E+04	7.42
38	42	80Sr	0	106.3	m	1.5	-7.03E+04	3.46
38	43	81Sr	0	22.29	m	0.38	-7.15E+04	3.12
38	44	82Sr	0	25.35	d	0.02	-7.60E+04	5.99
38	35	73Sr	0	23.3	ms	1.3	-3.19E+04	4.01E+2
38	36	74Sr	0	27.6	ms	2.6	-4.08E+04	1.00E+2
38	37	75Sr	0	85.2	ms	2.2	-4.66E+04	2.20E+2
38	38	76Sr	0	7.89	s	0.07	-5.42E+04	3.44E+1
38	39	77Sr	0	9	s	0.2	-5.78E+04	7.91
39	69	108Y	0	30	ms	5	-3.67E+04	6.00E+2
39	68	107Y	0	33.5	ms	3	-4.19E+04	5.00E+2
39	61	100Y	0	729	ms	8	-6.73E+04	1.11E+1
39	61	100Y	0.145	0.94	s	0.03	-6.72E+04	1.12e+01
39	60	99Y	0	1.483	s	0.006	-7.06E+04	6.61
39	63	102Y	0+X	396	ms	24	-6.11E+04	4.08
39	63	102Y	0+X	300	ms	10	-6.11E+04	4.08
39	62	101Y	0	429	ms	19	-6.50E+04	7.08
39	65	104Y	0	197	ms	4	-5.40E+04	2.00E+2
39	64	103Y	0	236	ms	12	-5.84E+04	1.12E+1
39	67	106Y	0	81	ms	3	-4.57E+04	5.00E+2
39	66	105Y	0	107	ms	-3	-5.05E+04	4.00E+2
39	70	109Y	0	25	ms	5	-3.24E+04	7.00E+2
39	58	97Y	0	3.75	s	0.03	-7.61E+04	6.7
39	58	97Y	0.66752	1.17	s	0.03	-7.54E+04	6.71e+00
39	58	97Y	3.5226	142	ms	8	-7.26E+04	6.71e+00
39	57	96Y	0	5.35	s	0.04	-7.83E+04	6.07
39	57	96Y	1.5405	9.7	s	0.2	-7.68E+04	6.08e+00
39	59	98Y	0	548	ms	1	-7.22E+04	7.91
39	59	98Y	0.4657	2.32	s	0.08	-7.18E+04	7.92e+00
39	50	89Y	0	STABLE			-8.77E+04	3.39E-1
39	50	89Y	0.9089700000000001	15.663	s	0.003	-8.68E+04	3.39e-01
39	52	91Y	0	58.56	d	0.09	-8.63E+04	1.84
39	52	91Y	0.5555800000000001	49.72	m	0.09	-8.58E+04	1.84e+00
39	51	90Y	0	64.046	h	0.049	-8.64E+04	3.54E-1
39	51	90Y	0.68201	3.232	h	0.01	-8.58E+04	3.54e-01
39	54	93Y	0	10.17	h	0.08	-8.42E+04	1.04E+1
39	54	93Y	0.758719	0.82	s	0.04	-8.35E+04	1.05e+01
39	53	92Y	0	3.54	h	0.01	-8.48E+04	9.12
39	56	95Y	0	10.4	m	0.1	-8.12E+04	6.77
39	55	94Y	0	18.7	m	0.1	-8.23E+04	6.38
39	47	86Y	0	14.74	h	0.02	-7.92E+04	1.41E+1
39	47	86Y	0.21821000000000002	47.4	m	0.4	-7.91E+04	1.41e+01
39	46	85Y	0	2.67	h	0.05	-7.78E+04	1.89E+1
39	46	85Y	0.01968	4.9	h	0.1	-7.78E+04	1.90e+01
39	49	88Y	0	106.626	d	0.02	-8.42E+04	1.5
39	48	87Y	0	79.89	h	0.25	-8.30E+04	1.12
39	48	87Y	0.38082	13.38	h	0.03	-8.26E+04	1.13e+00
39	41	80Y	0	30.1	s	0.5	-6.11E+04	6.24
39	41	80Y	0.2285	4.8	s	0.3	-6.09E+04	6.24e+00
39	40	79Y	0	14.8	s	0.6	-5.78E+04	8.01E+1
39	43	82Y	0	8.3	s	0.2	-6.80E+04	5.49
39	42	81Y	0	70.4	s	1	-6.57E+04	5.4
39	45	84Y	0	40.1	m	1.1	-7.38E+04	4.29
39	45	84Y	0.067	4.6	s	0.2	-7.38E+04	4.30e+00
39	44	83Y	0	7.08	m	0.06	-7.22E+04	1.86E+1
39	44	83Y	0.06204	2.85	m	0.02	-7.21E+04	1.86e+01
39	38	77Y	0	57	ms	10	-4.64E+04	2.03E+2
39	37	76Y	0	24	ms	6	-3.82E+04	3.00E+2
39	39	78Y	0	50	ms	3	-5.21E+04	2.98E+2
39	39	78Y	0+X	5.8	s	0.6	-5.21E+04	2.98E+2
40	69	109Zr	0	56	ms	3	-4.57E+04	5.00E+2
40	68	108Zr	0	77.4	ms	2.2	-5.09E+04	4.00E+2
40	67	107Zr	0	146	ms	4	-5.40E+04	3.00E+2
40	66	106Zr	0	178	ms	6	-5.87E+04	2.00E+2
40	61	101Zr	0	2.32	s	0.07	-7.31E+04	8.33
40	60	100Zr	0	7.1	s	0.4	-7.63E+04	8.14
40	65	105Zr	0	670	ms	28	-6.14E+04	1.21E+1
40	64	104Zr	0	922	ms	28	-6.57E+04	9.31
40	63	103Zr	0	1.38	s	0.072	-6.78E+04	9.22
40	62	102Zr	0	2.01	s	0.08	-7.15E+04	8.75
40	58	98Zr	0	30.7	s	0.4	-8.12E+04	8.44
40	57	97Zr	0	16.749	h	0.008	-8.29E+04	1.21E-1
40	56	96Zr	0	2.29e+19	y	1.91e+18-1.91e+18	-8.54E+04	1.14E-1
40	55	95Zr	0	64.032	d	0.006	-8.56E+04	8.69E-1
40	59	99Zr	0	2.1	s	0.1	-7.76E+04	1.04E+1
40	50	90Zr	0	STABLE			-8.87E+04	1.18E-1
40	50	90Zr	2.319	809.2	ms	2	-8.65E+04	1.18e-01
40	54	94Zr	0	STABLE			-8.72E+04	1.64E-1
40	53	93Zr	0	1.61e+06	y	5.14e+04	-8.71E+04	4.56E-1
40	52	92Zr	0	STABLE			-8.84E+04	9.40E-2
40	51	91Zr	0	STABLE			-8.78E+04	9.50E-2
40	47	87Zr	0	1.68	h	0.01	-7.93E+04	4.14
40	47	87Zr	0.33583999999999997	14	s	0.2	-7.90E+04	4.15e+00
40	46	86Zr	0	16.5	h	0.1	-7.79E+04	3.56
40	45	85Zr	0	7.86	m	0.04	-7.31E+04	6.43
40	45	85Zr	0.2922	10.9	s	0.3	-7.29E+04	6.43e+00
40	44	84Zr	0	26	m	0.6	-7.14E+04	5.49
40	49	89Zr	0	78.364	h	0.015	-8.48E+04	2.78
40	49	89Zr	0.58782	4.161	m	0.012	-8.43E+04	2.78e+00
40	48	88Zr	0	83.4	d	0.3	-8.36E+04	5.4
40	43	83Zr	0	41.5	s	2.1	-6.59E+04	6.43
40	42	82Zr	0	32	s	5	-6.36E+04	1.58
40	41	81Zr	0	5	s	0.2	-5.75E+04	9.22E+1
40	40	80Zr	0	4.6	s	0.6	-5.47E+04	3.00E+2
40	39	79Zr	0	56	ms	30	-4.67E+04	3.00E+2
40	38	78Zr	0				-4.08E+04	4.00E+2
40	37	77Zr	0				-3.16E+04	4.00E+2
40	72	112Zr	0	30	ms	20	-3.24E+04	7.00E+2
40	71	111Zr	0	24	ms	5	-3.64E+04	6.00E+2
40	70	110Zr	0	37.6	ms	1.7	-4.22E+04	5.00E+2
40	73	113Zr	0				-2.63E+04	3.00E+2
41	73	114Nb	0	17	ms	5	-3.49E+04	5.00E+2
41	72	113Nb	0	32	ms	4	-4.02E+04	4.00E+2
41	71	112Nb	0	38	ms	2	-4.40E+04	3.00E+2
41	70	111Nb	0	54	ms	2	-4.89E+04	3.00E+2
41	75	116Nb	0				-2.52E+04	3.00E+2
41	74	115Nb	0	23	ms	8	-3.08E+04	5.00E+2
41	69	110Nb	0+X	75	ms	1	-5.23E+04	8.38E+2
41	69	110Nb	0+X	94	ms	9	-5.23E+04	8.38E+2
41	68	109Nb	0	107	ms	5	-5.66E+04	4.30E+2
41	67	108Nb	0	194	ms	6	-5.95E+04	8.23
41	62	103Nb	0	1.36	s	0.05	-7.50E+04	3.93
41	61	102Nb	0	4.3	s	0.4	-7.62E+04	2.51
41	61	102Nb	0.093	1.31	s	0.16	-7.62E+04	2.51e+00
41	60	101Nb	0	7.2	s	0.2	-7.88E+04	3.74
41	66	107Nb	0	287	ms	8	-6.37E+04	8.02
41	65	106Nb	0	1.097	s	0.019	-6.62E+04	1.41
41	64	105Nb	0	2.92	s	0.09	-6.99E+04	4.02
41	63	104Nb	0	4.9	s	0.3	-7.18E+04	1.78
41	63	104Nb	0.215	0.98	s	0.05	-7.16E+04	1.78e+00
41	59	100Nb	0	1.4	s	0.1	-7.97E+04	7.97
41	59	100Nb	0.314	2.99	s	0.11	-7.95E+04	7.98e+00
41	58	99Nb	0	15	s	0.2	-8.23E+04	1.20E+1
41	58	99Nb	0.36527	2.5	m	0.1	-8.20E+04	1.20e+01
41	57	98Nb	0	2.86	s	0.06	-8.35E+04	5
41	57	98Nb	0.084	51.1	m	0.3	-8.34E+04	5.00e+00
41	56	97Nb	0	72.1	m	0.4	-8.56E+04	4.24
41	56	97Nb	0.7433500000000001	58.7	s	1.8	-8.49E+04	4.24e+00
41	51	92Nb	0	3.47e+07	y	2.36e+06	-8.64E+04	1.78
41	51	92Nb	0.1355	10.12	d	0.02	-8.63E+04	1.78e+00
41	50	91Nb	0	680	y	130	-8.66E+04	2.92
41	50	91Nb	0.1046	60.86	d	0.22	-8.65E+04	2.93e+00
41	55	96Nb	0	23.35	h	0.05	-8.56E+04	1.47E-1
41	54	95Nb	0	34.991	d	0.01	-8.67E+04	5.08E-1
41	54	95Nb	0.23569	3.61	d	0.03	-8.66E+04	5.08e-01
41	53	94Nb	0	2.04e+04	y	3.85e+02	-8.63E+04	1.49
41	53	94Nb	0.040892000000000005	6.263	m	0.004	-8.63E+04	1.49e+00
41	52	93Nb	0	STABLE			-8.72E+04	1.49
41	52	93Nb	0.030760000000000003	16.12	y	0.12	-8.72E+04	1.49e+00
41	48	89Nb	0	2.03	h	0.07	-8.06E+04	2.36E+1
41	48	89Nb	0.015	66	m	2	-8.06E+04	2.36e+01
41	47	88Nb	0	14.5	m	0.09	-7.61E+04	5.78E+1
41	47	88Nb	0+X	7.7	m	0.1	-7.61E+04	5.78E+1
41	46	87Nb	0	3.7	m	0.1	-7.38E+04	6.8
41	46	87Nb	0.0039	2.6	m	0.1	-7.39E+04	6.80e+00
41	45	86Nb	0	88	s	1	-6.91E+04	5.49
41	49	90Nb	0	14.6	h	0.05	-8.26E+04	3.31
41	49	90Nb	0.12467	18.91	s	0.05	-8.25E+04	3.32e+00
41	40	81Nb	0	40	ns	<	-4.63E+04	4.00E+2
41	44	85Nb	0	20.5	s	1.2	-6.62E+04	4.09
41	44	85Nb	0+X	3.3	s	0.9	-6.62E+04	4.09
41	43	84Nb	0	9.8	s	0.9	-6.11E+04	4.01E-1
41	42	83Nb	0	3.9	s	0.2	-5.76E+04	1.62E+2
41	41	82Nb	0	50	ms	3	-5.18E+04	3.00E+2
42	70	112Mo	0	125	ms	5	-5.74E+04	2.00E+2
42	75	117Mo	0	22	ms	5	-3.56E+04	5.00E+2
42	76	118Mo	0	19	ms	3	-3.23E+04	5.00E+2
42	77	119Mo	0				-2.65E+04	3.00E+2
42	71	113Mo	0	80	ms	2	-5.26E+04	3.00E+2
42	72	114Mo	0	58	ms	2	-4.96E+04	3.00E+2
42	73	115Mo	0	45.6	ms	2	-4.45E+04	4.00E+2
42	74	116Mo	0	32	ms	4	-4.12E+04	5.00E+2
42	68	110Mo	0	287	ms	10	-6.45E+04	2.42E+1
42	69	111Mo	0	186	ms	9	-5.99E+04	1.25E+1
42	69	111Mo	0+X	&asymp;200	ms		-5.99E+04	1.25E+1
42	64	106Mo	0	8.73	s	0.12	-7.61E+04	9.13
42	65	107Mo	0	3.5	s	0.5	-7.25E+04	9.22
42	66	108Mo	0	1.106	s	0.01	-7.07E+04	9.22
42	67	109Mo	0	700	ms	14	-6.66E+04	1.11E+1
42	60	102Mo	0	11.3	m	0.2	-8.35E+04	8.3
42	61	103Mo	0	67.5	s	1.5	-8.09E+04	9.22
42	62	104Mo	0	59.4	s	1.1	-8.03E+04	8.91
42	63	105Mo	0	36.3	s	0.8	-7.73E+04	9.05
42	57	99Mo	0	65.936	h	0.009	-8.59E+04	2.29E-1
42	58	100Mo	0	7.07e+18	y	1.59e+17-1.49e+17	-8.61E+04	3.01E-1
42	59	101Mo	0	14.61	m	0.03	-8.35E+04	3.08E-1
42	53	95Mo	0	STABLE			-8.77E+04	1.23E-1
42	54	96Mo	0	STABLE			-8.87E+04	1.20E-1
42	55	97Mo	0	STABLE			-8.75E+04	1.65E-1
42	56	98Mo	0	STABLE			-8.81E+04	1.74E-1
42	50	92Mo	0	STABLE			-8.68E+04	1.57E-1
42	51	93Mo	0	4000	y	800	-8.68E+04	1.81E-1
42	51	93Mo	2.42495	6.85	h	0.07	-8.44E+04	1.81e-01
42	52	94Mo	0	STABLE			-8.84E+04	1.41E-1
42	46	88Mo	0	8	m	0.2	-7.26E+04	3.81
42	47	89Mo	0	2.04	m	0.11	-7.50E+04	3.91
42	47	89Mo	0.3875	190	ms	15	-7.46E+04	3.91e+00
42	48	90Mo	0	5.56	h	0.09	-8.01E+04	3.46
42	49	91Mo	0	15.49	m	0.01	-8.22E+04	6.23
42	49	91Mo	0.65301	65	s	0.7	-8.16E+04	6.24e+00
42	42	84Mo	0	2.3	s	0.4	-5.41E+04	2.98E+2
42	43	85Mo	0	3.2	s	0.2	-5.75E+04	1.58E+1
42	44	86Mo	0	19.1	s	0.3	-6.41E+04	2.93
42	45	87Mo	0	14.1	s	0.3	-6.68E+04	2.85
42	45	87Mo	0.31				-6.66E+04	2.86e+00
42	40	82Mo	0				-4.03E+04	4.00E+2
42	41	83Mo	0	6	ms	27	-4.63E+04	4.01E+2
42	39	81Mo	0				-3.14E+04	5.00E+2
43	58	101Tc	0	14.123	m	0.091	-8.63E+04	2.40E+1
43	59	102Tc	0	5.28	s	0.15	-8.45E+04	9.16
43	59	102Tc	0+X	4.35	m	0.07	-8.45E+04	9.16
43	54	97Tc	0	4.21e+06	y	1.60e+05	-8.72E+04	4.11
43	54	97Tc	0.09657	91	d	0.6	-8.71E+04	4.12e+00
43	55	98Tc	0	4.20e+06	y	3.00e+05	-8.64E+04	3.38
43	56	99Tc	0	2.11e+05	y	1.20e+03	-8.73E+04	9.08E-1
43	56	99Tc	0.14268360000000002	6.0073	h	0.0007	-8.72E+04	9.08e-01
43	57	100Tc	0	15.65	s	0.12	-8.60E+04	1.35
43	50	93Tc	0	2.78	h	0.05	-8.36E+04	1.01
43	50	93Tc	0.39183999999999997	43.4	m	0.6	-8.32E+04	1.01e+00
43	51	94Tc	0	293	m	1	-8.41E+04	4.07
43	51	94Tc	0.076	51	m	0.7	-8.41E+04	4.07e+00
43	52	95Tc	0	19.258	h	0.026	-8.60E+04	5.08
43	52	95Tc	0.03891	61.94	d	0.07	-8.60E+04	5.08e+00
43	53	96Tc	0	4.27	d	0.05	-8.58E+04	5.14
43	53	96Tc	0.03423	51.6	m	0.9	-8.58E+04	5.15e+00
43	47	90Tc	0	49.2	s	0.4	-7.07E+04	1.02
43	47	90Tc	0.1441	8.7	s	0.2	-7.06E+04	1.02e+00
43	48	91Tc	0	3.14	m	0.02	-7.59E+04	2.36
43	48	91Tc	0.1393	3.3	m	0.1	-7.58E+04	2.36e+00
43	49	92Tc	0	4.23	m	0.15	-7.89E+04	3.1
43	43	86Tc	0	55	ms	7	-5.15E+04	3.00E+2
43	44	87Tc	0	2.1	s	0.2	-5.76E+04	4.19
43	45	88Tc	0	6.4	s	0.8	-6.16E+04	4.09
43	45	88Tc	0.0704	5.8	s	0.2	-6.16E+04	4.10e+00
43	46	89Tc	0	12.8	s	0.9	-6.73E+04	3.81
43	46	89Tc	0.0626	12.9	s	0.8	-6.73E+04	3.82e+00
43	42	85Tc	0	100	ns	<	-4.58E+04	4.00E+2
43	70	113Tc	0	152	ms	8	-6.28E+04	3.35
43	71	114Tc	0+X	118	ms	8	-5.86E+04	4.33E+2
43	71	114Tc	0+X	90	ms	20	-5.86E+04	4.33E+2
43	76	119Tc	0	22	ms	3	-4.01E+04	5.00E+2
43	77	120Tc	0	21	ms	5	-3.50E+04	5.00E+2
43	78	121Tc	0	22	ms	6	-3.15E+04	5.00E+2
43	79	122Tc	0				-2.63E+04	3.00E+2
43	72	115Tc	0	78	ms	2	-5.57E+04	1.96E+2
43	73	116Tc	0	57	ms	3	-5.12E+04	2.98E+2
43	74	117Tc	0	44.5	ms	3	-4.81E+04	4.00E+2
43	75	118Tc	0	30	ms	4	-4.32E+04	4.00E+2
43	69	112Tc	0	323	ms	6	-6.52E+04	5.51
43	60	103Tc	0	54.2	s	0.8	-8.46E+04	9.81
43	65	108Tc	0	5.15	s	0.07	-7.59E+04	8.76
43	66	109Tc	0	0.88	s	0.03	-7.42E+04	9.66
43	67	110Tc	0	0.911	s	0.013	-7.10E+04	9.49
43	68	111Tc	0	350	ms	21	-6.90E+04	1.05E+1
43	61	104Tc	0	18.2	m	0.2	-8.24E+04	2.48E+1
43	62	105Tc	0	7.64	m	0.06	-8.22E+04	3.52E+1
43	63	106Tc	0	35.7	s	0.5	-7.97E+04	1.22E+1
43	64	107Tc	0	21.2	s	0.2	-7.87E+04	8.67
44	81	125Ru	0				-2.83E+04	3.00E+2
44	80	124Ru	0	15	ms	3	-3.35E+04	6.00E+2
44	70	114Ru	0	543	ms	34	-7.02E+04	3.55
44	72	116Ru	0	203	ms	5	-6.40E+04	3.72
44	71	115Ru	0	318	ms	19	-6.61E+04	2.51E+1
44	78	122Ru	0	25	ms	1	-4.17E+04	5.00E+2
44	77	121Ru	0	30	ms	3	-4.46E+04	4.00E+2
44	79	123Ru	0	19	ms	2	-3.65E+04	5.00E+2
