Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
45	96	Rh	1.51	m	-1	-79635.752	keV
45	97	Rh	30.8	m	-1	-82597.564	keV
45	97	Rh	45.8	m	-1	-82338.804	keV
45	98	Rh	8.74	m	-1	-83175.219	keV
45	98	Rh	3.6	m	-1	-83118.919	keV
45	99	Rh	16.1	d	-1	-85584.522	keV
45	99	Rh	4.7	h	-1	-85520.122	keV
45	100	Rh	20.5	h	-1	-85591.13	keV
45	100	Rh	4.6	m	-1	-85483.53	keV
45	101	Rh	4.07	y	-1	-87412.428	keV
45	101	Rh	4.34	d	-1	-87255.108	keV
45	102	Rh	207.3	d	-1	-86783.316	keV
45	102	Rh	3.47	y	-1	-86642.586	keV
45	103	Rh	STABLE	ignore	100	-88031.705	keV
45	103	Rh	56.118	m	-1	-87991.952	keV
45	104	Rh	42.3	s	-1	-86959.344	keV
45	104	Rh	4.36	m	-1	-86830.3761	keV
45	105	Rh	35.341	h	-1	-87851.27	keV
45	105	Rh	42.8	s	-1	-87721.528	keV
45	106	Rh	30.07	s	-1	-86362.656	keV
45	106	Rh	131	m	-1	-86225.656	keV
45	107	Rh	21.7	m	-1	-86863.711	keV
45	108	Rh	17	s	-1	-85031.156	keV
45	108	Rh	5.9	m	-1	-85031.156	keV
45	109	Rh	80.8	s	-1	-84999.251	keV
45	110	Rh	3.3	s	-1	-82828.693	keV
45	110	Rh	28.5	s	-1	-82790.693	keV
45	111	Rh	11	s	-1	-82303.871	keV
45	112	Rh	3.5	s	-1	-79731.052	keV
45	112	Rh	6.9	s	-1	-79692.652	keV
45	113	Rh	2.8	s	-1	-78766.944	keV
45	114	Rh	1.82	s	-1	-75710.275	keV
45	114	Rh	1.85	s	-1	-75599.375	keV
45	115	Rh	0.99	s	-1	-74229.228	keV
45	116	Rh	685	ms	-1	-70735.742	keV
45	116	Rh	0.57	s	-1	-70614.942	keV
45	117	Rh	421	ms	-1	-68896.758	keV
45	118	Rh	286	ms	-1	-64886.84	keV
45	118	Rh	310	ms	-1	-64697.84	keV
45	119	Rh	189	ms	-1	-62822.802	keV
45	120	Rh	133	ms	-1	-58620	keV
45	121	Rh	73	ms	-1	-56250.134	keV
45	122	Rh	52.3	ms	-1	-51880	keV
45	123	Rh	42.2	ms	-1	-49190	keV
45	124	Rh	32	ms	-1	-44710	keV
45	125	Rh	26.5	ms	-1	-41830	keV
45	126	Rh	19	ms	-1	-37200	keV
45	127	Rh	20	ms	-1	-33730	keV
45	128	Rh	ignore	ignore	-1	-27340	keV
46	90	Pd	ignore	ignore	-1	-39710	keV
46	91	Pd	32	ms	-1	-46170	keV
46	92	Pd	1.06	s	-1	-54779.095	keV
46	93	Pd	1.17	s	-1	-58981.81	keV
46	94	Pd	9.4	s	-1	-66102.281	keV
46	95	Pd	7.4	s	-1	-69965.913	keV
46	95	Pd	ignore	ignore	-1	-69161.913	keV
46	95	Pd	13.3	s	-1	-68090.783	keV
46	96	Pd	122	s	-1	-76183.42	keV
46	97	Pd	3.1	m	-1	-77805.852	keV
46	98	Pd	17.7	m	-1	-81320.985	keV
46	99	Pd	21.4	m	-1	-82182.861	keV
46	100	Pd	3.63	d	-1	-85212.672	keV
46	101	Pd	8.47	h	-1	-85432.145	keV
46	102	Pd	STABLE	ignore	1.02	-87902.963	keV
46	103	Pd	17	d	-1	-87456.98	keV
46	104	Pd	STABLE	ignore	11.14	-89395.123	keV
46	105	Pd	STABLE	ignore	22.33	-88417.905	keV
46	106	Pd	STABLE	ignore	27.33	-89907.543	keV
46	107	Pd	6500000	y	-1	-88372.654	keV
46	107	Pd	21.4	s	-1	-88158.054	keV
46	108	Pd	STABLE	ignore	26.46	-89524.215	keV
46	109	Pd	13.437	h	-1	-87606.484	keV
46	109	Pd	4.694	m	-1	-87417.4937	keV
46	110	Pd	STABLE	ignore	11.72	-88330.904	keV
46	111	Pd	23.6	m	-1	-85985.886	keV
46	111	Pd	5.565	h	-1	-85813.706	keV
46	112	Pd	21.027	h	-1	-86321.039	keV
46	113	Pd	89	s	-1	-83590.5	keV
46	113	Pd	0.3	s	-1	-83509.4	keV
46	114	Pd	2.42	m	-1	-83490.346	keV
46	115	Pd	25	s	-1	-80425.822	keV
46	115	Pd	50	s	-1	-80336.612	keV
46	116	Pd	11.7	s	-1	-79831.026	keV
46	117	Pd	4.3	s	-1	-76423.89	keV
46	118	Pd	1.9	s	-1	-75388.358	keV
46	119	Pd	0.88	s	-1	-71407.277	keV
46	119	Pd	0.85	s	-1	-70957.277	keV
46	120	Pd	492	ms	-1	-70279.604	keV
46	121	Pd	290	ms	-1	-66182.337	keV
46	122	Pd	195	ms	-1	-64616.169	keV
46	123	Pd	109	ms	-1	-60429.748	keV
46	123	Pd	ignore	ignore	-1	-60429.748	keV
46	124	Pd	94	ms	-1	-58400	keV
46	125	Pd	64.2	ms	-1	-53960	keV
46	126	Pd	48.6	ms	-1	-51790	keV
46	126	Pd	23	ms	-1	-49383.6	keV
46	127	Pd	38	ms	-1	-47220	keV
46	128	Pd	36	ms	-1	-44390	keV
46	129	Pd	31	ms	-1	-37880	keV
46	130	Pd	ignore	ignore	-1	-32730	keV
46	131	Pd	ignore	ignore	-1	-25740	keV
47	92	Ag	ignore	ignore	-1	-37530	keV
47	93	Ag	228	ns	-1	-46400	keV
47	94	Ag	27	ms	-1	-52402	keV
47	94	Ag	0.4	s	-1	-45702	keV
47	94	Ag	0.47	s	-1	-52402	keV
47	95	Ag	1.81	s	-1	-59906	keV
47	96	Ag	4.435	s	-1	-64511.645	keV
47	96	Ag	6.9	s	-1	-64511.645	keV
47	97	Ag	25.5	s	-1	-70904.027	keV
47	98	Ag	47.5	s	-1	-73066.425	keV
47	99	Ag	124	s	-1	-76712.483	keV
47	99	Ag	10.5	s	-1	-76206.283	keV
47	100	Ag	2.01	m	-1	-78137.969	keV
47	100	Ag	2.24	m	-1	-78122.449	keV
47	101	Ag	11.1	m	-1	-81334.384	keV
47	101	Ag	3.09	s	-1	-81060.284	keV
47	102	Ag	12.9	m	-1	-82246.702	keV
47	102	Ag	7.7	m	-1	-82237.302	keV
47	103	Ag	65.8	m	-1	-84802.702	keV
47	103	Ag	5.8	s	-1	-84668.252	keV
47	104	Ag	69.3	m	-1	-85116.47	keV
47	104	Ag	33.5	m	-1	-85109.57	keV
47	105	Ag	41.29	d	-1	-87070.848	keV
47	105	Ag	7.23	m	-1	-87045.38	keV
47	106	Ag	23.96	m	-1	-86942.399	keV
47	106	Ag	8.28	d	-1	-86852.739	keV
47	107	Ag	STABLE	ignore	51.839	-88406.7	keV
47	107	Ag	44.2	s	-1	-88313.575	keV
47	108	Ag	2.39	m	-1	-87606.792	keV
47	108	Ag	435.9	y	-1	-87497.326	keV
47	109	Ag	STABLE	ignore	48.161	-88719.431	keV
47	109	Ag	39.8	s	-1	-88631.3973	keV
47	110	Ag	24.56	s	-1	-87457.306	keV
47	110	Ag	249.86	d	-1	-87339.716	keV
47	111	Ag	7.421	d	-1	-88215.447	keV
47	111	Ag	64.8	s	-1	-88155.627	keV
47	112	Ag	3.15	h	-1	-86583.729	keV
47	113	Ag	5.37	h	-1	-87026.825	keV
47	113	Ag	67.8	s	-1	-86983.325	keV
47	114	Ag	4.59	s	-1	-84930.811	keV
47	115	Ag	20	m	-1	-84982.587	keV
47	115	Ag	18	s	-1	-84941.427	keV
47	116	Ag	3.8333333333333335	m	-1	-82542.664	keV
47	116	Ag	20	s	-1	-82494.764	keV
47	116	Ag	9.8	s	-1	-82412.864	keV
47	117	Ag	72.8	s	-1	-82181.918	keV
47	117	Ag	5.34	s	-1	-82153.318	keV
47	118	Ag	3.87	s	-1	-79553.802	keV
47	118	Ag	2	s	-1	-79426.172	keV
47	119	Ag	6	s	-1	-78645.759	keV
47	119	Ag	2.1	s	-1	-78612.359	keV
47	120	Ag	1.52	s	-1	-75651.512	keV
47	120	Ag	0.38	s	-1	-75448.412	keV
47	120	Ag	0.94	s	-1	-75651.512	keV
47	121	Ag	0.781	s	-1	-74402.831	keV
47	122	Ag	0.2	s	-1	-71026.118	keV
47	122	Ag	0.55	s	-1	-71106.118	keV
47	123	Ag	300	ms	-1	-69568.581	keV
47	124	Ag	182	ms	-1	-66229.951	keV
47	124	Ag	144	ms	-1	-66229.951	keV
47	125	Ag	176	ms	-1	-64519.939	keV
47	125	Ag	159	ms	-1	-64422.839	keV
47	126	Ag	52	ms	-1	-60720	keV
47	126	Ag	92	ms	-1	-60720	keV
47	127	Ag	89.1	ms	-1	-58650	keV
47	127	Ag	67.5	s	-1	-56708	keV
47	128	Ag	66.6	ms	-1	-54710	keV
47	129	Ag	52	ms	-1	-51870	keV
47	129	Ag	130	ms	-1	-51850	keV
47	130	Ag	41	ms	-1	-45898	keV
47	131	Ag	35	ms	-1	-40750	keV
47	132	Ag	28	ms	-1	-34400	keV
48	94	Cd	ignore	ignore	-1	-40440	keV
48	95	Cd	32	ms	-1	-47056	keV
48	96	Cd	1.01	s	-1	-55572	keV
48	96	Cd	0.51	s	-1	-49772	keV
48	97	Cd	1.16	s	-1	-60734.027	keV
48	97	Cd	3.86	s	-1	-58114.027	keV
48	97	Cd	0.73	s	-1	-60734.027	keV
48	98	Cd	9.3	s	-1	-67636.425	keV
48	99	Cd	17	s	-1	-69931.132	keV
48	100	Cd	49.1	s	-1	-74194.595	keV
48	101	Cd	1.36	m	-1	-75836.466	keV
48	102	Cd	5.5	m	-1	-79659.702	keV
48	103	Cd	7.5	m	-1	-80651.626	keV
48	104	Cd	57.8	m	-1	-83968.391	keV
48	105	Cd	55.4	m	-1	-84333.849	keV
48	106	Cd	STABLE	ignore	1.245	-87132.153	keV
48	107	Cd	6.52	h	-1	-86990.325	keV
48	108	Cd	STABLE	ignore	0.888	-89252.423	keV
48	109	Cd	461.98	d	-1	-88504.33	keV
48	110	Cd	STABLE	ignore	12.47	-90347.969	keV
48	111	Cd	STABLE	ignore	12.795	-89252.247	keV
48	111	Cd	48.5	m	-1	-88856.033	keV
48	112	Cd	STABLE	ignore	24.109	-90574.857	keV
48	113	Cd	8040000000000000	y	12.227	-89043.286	keV
48	113	Cd	13.89	y	-1	-88779.746	keV
48	114	Cd	STABLE	ignore	28.754	-90014.934	keV
48	115	Cd	53.4	h	-1	-88084.48	keV
48	115	Cd	44.6	d	-1	-87903.48	keV
48	116	Cd	26805188488042156000	y	7.512	-88712.489	keV
48	117	Cd	2.503	h	-1	-86418.397	keV
48	117	Cd	3.437	h	-1	-86281.997	keV
48	118	Cd	50.3	m	-1	-86701.649	keV
48	119	Cd	2.69	m	-1	-83976.939	keV
48	119	Cd	2.2	m	-1	-83830.399	keV
48	120	Cd	50.8	s	-1	-83957.365	keV
48	121	Cd	13.5	s	-1	-81073.837	keV
48	121	Cd	8.3	s	-1	-80858.977	keV
48	122	Cd	5.24	s	-1	-80612.384	keV
48	123	Cd	2.1	s	-1	-77414.183	keV
48	123	Cd	1.8	s	-1	-77270.183	keV
48	124	Cd	1.25	s	-1	-76699.436	keV
48	125	Cd	680	ms	-1	-73348.09	keV
48	125	Cd	480	ms	-1	-73159.49	keV
48	126	Cd	512	ms	-1	-72255.727	keV
48	127	Cd	0.45	s	-1	-68741.199	keV
48	127	Cd	360	ms	-1	-68457.899	keV
48	128	Cd	245.9	ms	-1	-67238.245	keV
48	129	Cd	151	ms	-1	-63122.142	keV
48	129	Cd	152	ms	-1	-62779.142	keV
48	130	Cd	129	ms	-1	-61117.597	keV
48	131	Cd	98	ms	-1	-55211.76	keV
48	132	Cd	84	ms	-1	-50465.429	keV
48	133	Cd	61	ms	-1	-44140	keV
48	134	Cd	65	ms	-1	-39460	keV
49	96	In	ignore	ignore	-1	-38090	keV
49	97	In	36	ms	-1	-47390	keV
49	98	In	30	ms	-1	-53906	keV
49	98	In	0.89	s	-1	-53086	keV
49	99	In	3.11	s	-1	-61376	keV
49	100	In	5.66	s	-1	-64178.146	keV
49	101	In	15.1	s	-1	-68544.901	keV
49	101	In	ignore	ignore	-1	-67934.901	keV
49	102	In	23.3	s	-1	-70694.896	keV
49	103	In	65	s	-1	-74632.397	keV
49	103	In	34	s	-1	-74000.697	keV
49	104	In	1.8	m	-1	-76182.675	keV
49	104	In	15.7	s	-1	-76089.195	keV
49	105	In	5.07	m	-1	-79640.582	keV
49	105	In	48	s	-1	-78966.492	keV
49	106	In	6.23	m	-1	-80608.15	keV
49	106	In	5.31	m	-1	-80579.55	keV
49	107	In	32.4	m	-1	-83566.667	keV
49	107	In	50.5	s	-1	-82888.167	keV
49	108	In	58	m	-1	-84119.828	keV
49	108	In	39.6	m	-1	-84090.078	keV
49	109	In	4.159	h	-1	-86489.526	keV
49	109	In	1.34	m	-1	-85839.736	keV
49	109	In	210	ms	-1	-84387.666	keV
49	110	In	4.9	h	-1	-86469.969	keV
49	110	In	69	m	-1	-86407.889	keV
49	111	In	2.8048	d	-1	-88392.05	keV
49	111	In	7.7	m	-1	-87855.06	keV
49	112	In	14.88	m	-1	-87990.127	keV
49	112	In	20.67	m	-1	-87833.535	keV
49	113	In	STABLE	ignore	4.281	-89367.123	keV
49	113	In	99.48	m	-1	-88975.424	keV
49	114	In	71.9	s	-1	-88569.807	keV
49	114	In	49.51	d	-1	-88379.5388	keV
49	115	In	4.41E+14	y	95.719	-89536.357	keV
49	115	In	4.485	h	-1	-89200.113	keV
49	116	In	14.1	s	-1	-88249.758	keV
49	116	In	54.14	m	-1	-88122.491	keV
49	116	In	2.18	s	-1	-87960.098	keV
49	117	In	43.2	m	-1	-88943.035	keV
49	117	In	116.1	m	-1	-88627.732	keV
49	118	In	5.4	s	-1	-87228.177	keV
49	118	In	4.4	m	-1	-87168.177	keV
49	118	In	8.5	s	-1	-87028.177	keV
49	119	In	2.4	m	-1	-87698.658	keV
49	119	In	18	m	-1	-87387.288	keV
49	120	In	3.08	s	-1	-85727.741	keV
49	120	In	47.3	s	-1	-85727.741	keV
49	120	In	46.2	s	-1	-85727.741	keV
49	121	In	23.1	s	-1	-85834.593	keV
49	121	In	3.88	m	-1	-85520.913	keV
49	122	In	1.5	s	-1	-83571.361	keV
49	122	In	10.3	s	-1	-83531.361	keV
49	122	In	10.8	s	-1	-83281.361	keV
49	123	In	6.17	s	-1	-83429.034	keV
49	123	In	47.4	s	-1	-83101.824	keV
49	124	In	3.12	s	-1	-80867.778	keV
49	124	In	3.67	s	-1	-80842.778	keV
49	125	In	2.36	s	-1	-80412.308	keV
49	125	In	12.2	s	-1	-80052.188	keV
49	126	In	1.53	s	-1	-77809.377	keV
49	126	In	1.64	s	-1	-77719.377	keV
49	127	In	1.087	s	-1	-76879.897	keV
49	127	In	3.618	s	-1	-76470.997	keV
49	127	In	1.04	s	-1	-75135.897	keV
49	128	In	0.84	s	-1	-74190.117	keV
49	128	In	0.72	s	-1	-73905.017	keV
49	128	In	0.3	s	-1	-72393.517	keV
49	129	In	629	ms	-1	-72834.889	keV
49	129	In	1.22	s	-1	-72378.889	keV
49	129	In	651	ms	-1	-71194.889	keV
49	129	In	98	ms	-1	-70923.889	keV
49	130	In	277	ms	-1	-69906.53	keV
49	130	In	541	ms	-1	-69840.03	keV
49	130	In	541	ms	-1	-69522.03	keV
49	131	In	261	ms	-1	-68024.369	keV
49	131	In	328	ms	-1	-67657.369	keV
49	131	In	322	ms	-1	-64253.369	keV
49	132	In	200	ms	-1	-62411.554	keV
49	133	In	162	ms	-1	-57690	keV
49	133	In	167	ms	-1	-57048	keV
49	134	In	121	ms	-1	-51970	keV
49	135	In	97	ms	-1	-47110	keV
49	136	In	85	ms	-1	-40970	keV
49	137	In	65	ms	-1	-35830	keV
50	99	Sn	24	ms	-1	-47976	keV
50	100	Sn	1.18	s	-1	-57148.146	keV
50	101	Sn	2.2	s	-1	-60305.624	keV
50	102	Sn	3.8	s	-1	-64934.896	keV
50	103	Sn	7	s	-1	-67092	keV
50	104	Sn	20.9	s	-1	-71627.057	keV
50	105	Sn	32.7	s	-1	-73338.001	keV
50	106	Sn	1.9166666666666667	m	-1	-77353.698	keV
50	107	Sn	2.9	m	-1	-78512.239	keV
50	108	Sn	10.5	m	-1	-82069.949	keV
50	109	Sn	18.1	m	-1	-82630.18	keV
50	110	Sn	4.154	h	-1	-85841.993	keV
50	111	Sn	35.3	m	-1	-85938.581	keV
50	112	Sn	STABLE	ignore	0.97	-88655.049	keV
50	113	Sn	115.08	d	-1	-88328.129	keV
50	113	Sn	21.4	m	-1	-88250.74	keV
50	114	Sn	STABLE	ignore	0.66	-90559.735	keV
50	115	Sn	STABLE	ignore	0.34	-90033.846	keV
50	116	Sn	STABLE	ignore	14.54	-91525.979	keV
50	117	Sn	STABLE	ignore	7.68	-90397.742	keV
50	117	Sn	13.94	d	-1	-90083.162	keV
50	118	Sn	STABLE	ignore	24.22	-91652.843	keV
50	119	Sn	STABLE	ignore	8.59	-90064.985	keV
50	119	Sn	293	d	-1	-89975.454	keV
50	120	Sn	STABLE	ignore	32.58	-91097.741	keV
50	121	Sn	27.05	h	-1	-89196.626	keV
50	121	Sn	43.9	y	-1	-89190.316	keV
50	122	Sn	STABLE	ignore	4.63	-89939.953	keV
50	123	Sn	129.2	d	-1	-87814.683	keV
50	123	Sn	40.06	m	-1	-87790.083	keV
50	124	Sn	STABLE	ignore	5.79	-88231.475	keV
50	125	Sn	9.634	d	-1	-85893.657	keV
50	125	Sn	10.01	m	-1	-85866.157	keV
50	126	Sn	198000	y	-1	-86015.135	keV
50	127	Sn	2.1	h	-1	-83469.578	keV
50	127	Sn	4.13	m	-1	-83464.508	keV
50	128	Sn	59.6	m	-1	-83361.43	keV
50	128	Sn	6.5	s	-1	-81269.93	keV
50	129	Sn	2.23	m	-1	-80590.597	keV
50	129	Sn	7.2	m	-1	-80555.447	keV
50	130	Sn	3.73	m	-1	-80132.217	keV
50	130	Sn	1.7	m	-1	-60665.337	keV
50	131	Sn	56	s	-1	-77264.579	keV
50	131	Sn	58.4	s	-1	-77199.479	keV
50	132	Sn	39.7	s	-1	-76546.554	keV
50	133	Sn	1.38	s	-1	-70873.89	keV
50	134	Sn	1.024	s	-1	-66433.759	keV
50	135	Sn	515	ms	-1	-60632.252	keV
50	136	Sn	355	ms	-1	-56170	keV
50	137	Sn	228	ms	-1	-50150	keV
50	138	Sn	148	ms	-1	-45510	keV
50	139	Sn	120	ms	-1	-39310	keV
50	140	Sn	ignore	ignore	-1	-34490	keV
51	104	Sb	0.49	s	-1	-59295	keV
51	105	Sb	1.12	s	-1	-64015.491	keV
51	106	Sb	0.6	s	-1	-66473.301	keV
51	107	Sb	4	s	-1	-70653.248	keV
51	108	Sb	7.4	s	-1	-72445.341	keV
51	109	Sb	17.24	s	-1	-76250.986	keV
51	110	Sb	23.6	s	-1	-77449.745	keV
51	111	Sb	74.9	s	-1	-80836.747	keV
51	112	Sb	53.6	s	-1	-81598.973	keV
51	113	Sb	6.67	m	-1	-84416.966	keV
51	114	Sb	3.49	m	-1	-84496.616	keV
51	115	Sb	32	m	-1	-87003.412	keV
51	116	Sb	15.8	m	-1	-86822.02	keV
51	116	Sb	60.35	m	-1	-86442.02	keV
51	117	Sb	2.8	h	-1	-88639.564	keV
51	118	Sb	3.6	m	-1	-87996.204	keV
51	118	Sb	5.01	h	-1	-87746.204	keV
51	119	Sb	38.2	h	-1	-89475.539	keV
51	119	Sb	0.84	s	-1	-86676.539	keV
51	120	Sb	15.89	m	-1	-88417.133	keV
51	120	Sb	5.76	d	-1	-88417.133	keV
51	121	Sb	STABLE	ignore	57.21	-89599.157	keV
51	122	Sb	2.69413	d	-1	-88334.205	keV
51	122	Sb	4.191	m	-1	-88170.6459	keV
51	123	Sb	STABLE	ignore	42.79	-89222.89	keV
51	124	Sb	60.209	d	-1	-87619.069	keV
51	124	Sb	93	s	-1	-87608.2063	keV
51	124	Sb	20.2	m	-1	-87582.225	keV
51	125	Sb	2.757664828615155	y	-1	-88255.094	keV
51	126	Sb	12.3	d	-1	-86393.135	keV
51	126	Sb	19.1	m	-1	-86375.435	keV
51	126	Sb	11	s	-1	-86352.735	keV
51	127	Sb	3.84	d	-1	-86698.294	keV
51	128	Sb	9.05	h	-1	-84629.852	keV
51	128	Sb	10.4	m	-1	-84619.852	keV
51	129	Sb	4.4	h	-1	-84629.384	keV
51	129	Sb	17.7	m	-1	-82778.074	keV
51	130	Sb	40.5	m	-1	-82285.687	keV
51	130	Sb	6.44	m	-1	-82280.887	keV
51	131	Sb	23.03	m	-1	-81981.412	keV
51	132	Sb	2.79	m	-1	-79635.282	keV
51	132	Sb	4.1	m	-1	-79435.282	keV
51	133	Sb	2.41	m	-1	-78923.513	keV
51	134	Sb	675	ms	-1	-74019.004	keV
51	134	Sb	10.01	s	-1	-73740.004	keV
51	135	Sb	1.668	s	-1	-69690.332	keV
51	136	Sb	924	ms	-1	-64506.89	keV
51	137	Sb	506	ms	-1	-60060.392	keV
51	138	Sb	314	ms	-1	-54650	keV
51	139	Sb	182	ms	-1	-50050	keV
51	140	Sb	171	ms	-1	-44390	keV
51	141	Sb	103	ms	-1	-39540	keV
51	142	Sb	53	ms	-1	-33610	keV
52	104	Te	18	ns	-1	-49626.831	keV
52	105	Te	0.63	us	-1	-52811.509	keV
52	106	Te	69	us	-1	-58219.759	keV
52	107	Te	3.6	ms	-1	-60657	keV
52	108	Te	2.1	s	-1	-65781.676	keV
52	109	Te	4.4	s	-1	-67715.399	keV
52	110	Te	18.6	s	-1	-72229.821	keV
52	111	Te	26.2	s	-1	-73587.487	keV
52	112	Te	2	m	-1	-77567.518	keV
52	113	Te	1.8	m	-1	-78347.037	keV
52	114	Te	16.4	m	-1	-81889.676	keV
52	115	Te	5.9	m	-1	-82062.767	keV
52	115	Te	7.2	m	-1	-82052.767	keV
52	116	Te	2.49	h	-1	-85263.793	keV
52	117	Te	62	m	-1	-85095.5	keV
52	117	Te	103	ms	-1	-84799.4	keV
52	118	Te	6	d	-1	-87690.758	keV
52	119	Te	16.05	h	-1	-87182.539	keV
52	119	Te	4.69	d	-1	-86921.579	keV
52	120	Te	STABLE	ignore	0.09	-89362.16	keV
52	121	Te	19.27	d	-1	-88543.111	keV
52	121	Te	164.7	d	-1	-88249.137	keV
52	122	Te	STABLE	ignore	2.55	-90313.282	keV
52	123	Te	STABLE	ignore	0.89	-89170.978	keV
52	123	Te	119.3	d	-1	-88923.528	keV
52	124	Te	STABLE	ignore	4.74	-90524.142	keV
52	125	Te	STABLE	ignore	7.07	-89021.794	keV
52	125	Te	57.4	d	-1	-88877.019	keV
52	126	Te	STABLE	ignore	8.84	-90064.168	keV
52	127	Te	9.35	h	-1	-88280.497	keV
52	127	Te	106.1	d	-1	-88192.267	keV
52	128	Te	2.3408921933085503e+24	y	31.74	-88993.794	keV
52	129	Te	69.5	m	-1	-87004.884	keV
52	129	Te	33.48	d	-1	-86899.374	keV
52	130	Te	790000000000000000000	y	34.08	-87352.96	keV
52	131	Te	25	m	-1	-85211.022	keV
52	131	Te	32.86	h	-1	-85028.764	keV
52	131	Te	93	ms	-1	-83271.022	keV
52	132	Te	3.204	d	-1	-85188.197	keV
52	133	Te	12.5	m	-1	-82937.133	keV
52	133	Te	55.4	m	-1	-82602.873	keV
52	134	Te	41.8	m	-1	-82533.752	keV
52	135	Te	19	s	-1	-77728.79	keV
52	136	Te	17.66	s	-1	-74425.279	keV
52	137	Te	2.48	s	-1	-69303.762	keV
52	138	Te	1.46	s	-1	-65695.995	keV
52	139	Te	0.724	s	-1	-60205.08	keV
52	140	Te	351	ms	-1	-56367.449	keV
52	141	Te	193	ms	-1	-50670	keV
52	142	Te	147	ms	-1	-46550	keV
52	143	Te	120	ms	-1	-40530	keV
52	144	Te	93	ms	-1	-36220	keV
52	145	Te	ignore	ignore	-1	-30010	keV
53	108	I	26.4	ms	-1	-52771	keV
53	109	I	92.7	us	-1	-57672.505	keV
53	110	I	0.67	s	-1	-60467.844	keV
53	111	I	2.5	s	-1	-64953.795	keV
53	112	I	3.34	s	-1	-67063.339	keV
53	113	I	5.9	s	-1	-71119.517	keV
53	114	I	2.1	s	-1	-72638.935	keV
53	114	I	6.2	s	-1	-72373.035	keV
53	115	I	1.3	m	-1	-76337.805	keV
53	116	I	2.91	s	-1	-77420.654	keV
53	117	I	2.22	m	-1	-80438.568	keV
53	118	I	13.8	m	-1	-80971.056	keV
53	118	I	8.5	m	-1	-80782.256	keV
53	119	I	18.8	m	-1	-83777.731	keV
53	120	I	81.7	m	-1	-83747.16	keV
53	120	I	51	m	-1	-83427.16	keV
53	121	I	2.12	h	-1	-86245.649	keV
53	122	I	3.63	m	-1	-86079.282	keV
53	123	I	13.2229	h	-1	-87942.588	keV
53	124	I	4.176	d	-1	-87364.555	keV
53	125	I	59.398	d	-1	-88836.024	keV
53	126	I	12.93	d	-1	-87910.496	keV
53	127	I	STABLE	ignore	100	-88983.217	keV
53	128	I	25	m	-1	-87738.03	keV
53	129	I	16125975	y	-1	-88507.176	keV
53	130	I	12.36	h	-1	-86936.188	keV
53	130	I	8.83	m	-1	-86896.2355	keV
53	131	I	8.0247	d	-1	-87442.727	keV
53	132	I	2.2839	h	-1	-85703.502	keV
53	132	I	1.387	h	-1	-85583.502	keV
53	133	I	20.8	h	-1	-85857.302	keV
53	133	I	9	s	-1	-84223.154	keV
53	134	I	52.6	m	-1	-84043.44	keV
53	134	I	3.53	m	-1	-83726.95	keV
53	135	I	6.55	h	-1	-83779.18	keV
53	136	I	83.4	s	-1	-79545.225	keV
53	136	I	46.6	s	-1	-79345.225	keV
53	137	I	24.13	s	-1	-76356.268	keV
53	138	I	6.303	s	-1	-71979.91	keV
53	139	I	2.29	s	-1	-68470.964	keV
53	140	I	380	ms	-1	-63606.223	keV
53	140	I	910	ms	-1	-63606.223	keV
53	140	I	470	ms	-1	-63606.223	keV
53	141	I	418	ms	-1	-59926.666	keV
53	142	I	235	ms	-1	-54802.969	keV
53	143	I	182	ms	-1	-50790	keV
53	144	I	94	ms	-1	-45330	keV
53	145	I	89.7	ms	-1	-41130	keV
53	146	I	94	ms	-1	-35540	keV
53	147	I	ignore	ignore	-1	-31200	keV
54	108	Xe	58	us	-1	-42632.357	keV
54	109	Xe	13	ms	-1	-46169.546	keV
54	110	Xe	93	ms	-1	-51922.636	keV
54	111	Xe	0.74	s	-1	-54520	keV
54	112	Xe	2.7	s	-1	-60026.348	keV
54	113	Xe	2.74	s	-1	-62203.626	keV
54	114	Xe	10	s	-1	-67085.899	keV
54	115	Xe	18	s	-1	-68656.757	keV
54	116	Xe	58	s	-1	-73046.877	keV
54	117	Xe	61	s	-1	-74185.347	keV
54	118	Xe	3.8	m	-1	-78079.067	keV
54	119	Xe	5.8	m	-1	-78794.488	keV
54	120	Xe	46	m	-1	-82172.434	keV
54	121	Xe	39.1	m	-1	-82480.997	keV
54	122	Xe	20.1	h	-1	-85354.988	keV
54	123	Xe	2.05	h	-1	-85248.258	keV
54	124	Xe	STABLE	ignore	0.095	-87667.405	keV
54	125	Xe	16.962	h	-1	-87199.361	keV
54	125	Xe	56	s	-1	-86946.751	keV
54	126	Xe	STABLE	ignore	0.089	-89146.38687	keV
54	127	Xe	36.344	d	-1	-88320.883	keV
54	127	Xe	69.5	s	-1	-88023.783	keV
54	128	Xe	STABLE	ignore	1.91	-89860.53427	keV
54	129	Xe	STABLE	ignore	26.4	-88696.06975	keV
54	129	Xe	8.88	d	-1	-88459.92975	keV
54	130	Xe	STABLE	ignore	4.071	-89880.474	keV
54	131	Xe	STABLE	ignore	21.232	-88413.57492	keV
54	131	Xe	11.931	d	-1	-88249.64492	keV
54	132	Xe	STABLE	ignore	26.909	-89278.97451	keV
54	133	Xe	5.2474	d	-1	-87643.583	keV
