Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
65	166	Tb	27.1	s	-1	-57808.778	keV
65	167	Tb	18.9	s	-1	-55883.082	keV
65	168	Tb	9.4	s	-1	-52781.181	keV
65	169	Tb	5.13	s	-1	-50480	keV
65	170	Tb	0.96	s	-1	-46710	keV
65	171	Tb	1.24	s	-1	-43770	keV
65	172	Tb	0.76	s	-1	-39690	keV
65	173	Tb	ignore	ignore	-1	-36510	keV
65	174	Tb	ignore	ignore	-1	-31970	keV
66	139	Dy	0.6	s	-1	-37700	keV
66	140	Dy	ignore	ignore	-1	-42830	keV
66	141	Dy	1	s	-1	-45382	keV
66	142	Dy	2.3	s	-1	-50120	keV
66	143	Dy	4.3	s	-1	-52168.949	keV
66	143	Dy	3	s	-1	-51858.249	keV
66	144	Dy	9.1	s	-1	-56570.091	keV
66	145	Dy	9.5	s	-1	-58242.607	keV
66	145	Dy	14.3	s	-1	-58124.407	keV
66	146	Dy	33.2	s	-1	-62554.928	keV
66	146	Dy	150	ms	-1	-59620.428	keV
66	147	Dy	67	s	-1	-64196.047	keV
66	147	Dy	55.2	s	-1	-63445.547	keV
66	148	Dy	3.2	m	-1	-67859.397	keV
66	149	Dy	4.2	m	-1	-67693.99	keV
66	149	Dy	0.49	s	-1	-65032.89	keV
66	150	Dy	7.17	m	-1	-69309.618	keV
66	151	Dy	18	m	-1	-68752.388	keV
66	152	Dy	2.38	h	-1	-70117.963	keV
66	153	Dy	6.42	h	-1	-69143.197	keV
66	154	Dy	2750000	y	-1	-70394.015	keV
66	155	Dy	9.92	h	-1	-69155.939	keV
66	156	Dy	STABLE	ignore	0.056	-70529.386	keV
66	157	Dy	8.14	h	-1	-69424.669	keV
66	158	Dy	STABLE	ignore	0.095	-70407.152	keV
66	159	Dy	145.3	d	-1	-69167.22	keV
66	160	Dy	STABLE	ignore	2.329	-69672.425	keV
66	161	Dy	STABLE	ignore	18.889	-68055.494	keV
66	162	Dy	STABLE	ignore	25.475	-68181.169	keV
66	163	Dy	STABLE	ignore	24.896	-66380.858	keV
66	164	Dy	STABLE	ignore	28.26	-65967.649	keV
66	165	Dy	2.331	h	-1	-63612.289	keV
66	165	Dy	1.258	m	-1	-63504.1338	keV
66	166	Dy	81.63	h	-1	-62584.471	keV
66	167	Dy	6.2	m	-1	-59911.451	keV
66	168	Dy	8.7	m	-1	-58558.398	keV
66	169	Dy	39	s	-1	-55596.01	keV
66	170	Dy	55	s	-1	-53710	keV
66	171	Dy	4.1	s	-1	-50010	keV
66	172	Dy	3.52	s	-1	-47760	keV
66	172	Dy	0.7	s	-1	-46482.1	keV
66	173	Dy	1.43	s	-1	-43740	keV
66	174	Dy	ignore	ignore	-1	-41130	keV
66	175	Dy	ignore	ignore	-1	-36730	keV
66	176	Dy	ignore	ignore	-1	-33610	keV
67	140	Ho	6	ms	-1	-29317	keV
67	141	Ho	4.1	ms	-1	-34364	keV
67	142	Ho	0.4	s	-1	-37250	keV
67	143	Ho	ignore	ignore	-1	-42048	keV
67	144	Ho	0.7	s	-1	-44609.521	keV
67	145	Ho	2.4	s	-1	-49120.113	keV
67	146	Ho	3.3	s	-1	-51238.227	keV
67	147	Ho	5.8	s	-1	-55757.101	keV
67	148	Ho	2.2	s	-1	-57991.166	keV
67	148	Ho	9.6	s	-1	-57741.166	keV
67	149	Ho	21	s	-1	-61645.854	keV
67	149	Ho	56	s	-1	-61597.054	keV
67	150	Ho	77	s	-1	-61945.892	keV
67	150	Ho	23.5	s	-1	-61945.892	keV
67	151	Ho	35.2	s	-1	-63622.746	keV
67	151	Ho	47.2	s	-1	-63581.746	keV
67	152	Ho	147	s	-1	-63604.636	keV
67	152	Ho	49.8	s	-1	-63444.636	keV
67	153	Ho	2.01	m	-1	-65012.074	keV
67	153	Ho	9.3	m	-1	-64943.374	keV
67	154	Ho	11.76	m	-1	-64639.378	keV
67	154	Ho	3.1	m	-1	-64391.378	keV
67	155	Ho	48	m	-1	-66039.799	keV
67	156	Ho	56	m	-1	-65538.403	keV
67	156	Ho	9.5	s	-1	-65486.003	keV
67	156	Ho	7.57	m	-1	-65538.403	keV
67	157	Ho	12.7	m	-1	-66832.862	keV
67	158	Ho	11.3	m	-1	-66187.396	keV
67	158	Ho	28	m	-1	-66120.196	keV
67	158	Ho	21.1	m	-1	-66007.396	keV
67	159	Ho	33.05	m	-1	-67329.62	keV
67	159	Ho	8.3	s	-1	-67123.71	keV
67	160	Ho	25.6	m	-1	-66382.425	keV
67	160	Ho	4.98	h	-1	-66322.445	keV
67	160	Ho	3.2	s	-1	-66187.425	keV
67	161	Ho	2.48	h	-1	-67196.294	keV
67	161	Ho	6.77	s	-1	-66985.144	keV
67	162	Ho	15	m	-1	-66040.563	keV
67	162	Ho	67.1	m	-1	-65934.693	keV
67	163	Ho	4570	y	-1	-66378.027	keV
67	163	Ho	1.09	s	-1	-66080.147	keV
67	164	Ho	28.8	m	-1	-64980.517	keV
67	164	Ho	36.6	m	-1	-64840.737	keV
67	165	Ho	STABLE	ignore	100	-64898.017	keV
67	166	Ho	26.808	h	-1	-63070.339	keV
67	166	Ho	1132.6	y	-1	-63064.37	keV
67	167	Ho	2.9675	h	-1	-62279.459	keV
67	168	Ho	2.99	m	-1	-60059.231	keV
67	168	Ho	132	s	-1	-60000.231	keV
67	169	Ho	4.7	m	-1	-58796.01	keV
67	170	Ho	2.76	m	-1	-56237.514	keV
67	170	Ho	43	s	-1	-56117.514	keV
67	171	Ho	53	s	-1	-54517.822	keV
67	172	Ho	25	s	-1	-51484	keV
67	173	Ho	7.1	s	-1	-49351	keV
67	174	Ho	3.5	s	-1	-45870	keV
67	175	Ho	1.9	s	-1	-43300	keV
67	176	Ho	ignore	ignore	-1	-39390	keV
67	177	Ho	ignore	ignore	-1	-36280	keV
67	178	Ho	ignore	ignore	-1	-32130	keV
68	143	Er	ignore	ignore	-1	-31160	keV
68	144	Er	ignore	ignore	-1	-36608	keV
68	145	Er	0.9	s	-1	-39240	keV
68	145	Er	1	s	-1	-38987	keV
68	146	Er	1.7	s	-1	-44322.019	keV
68	147	Er	3.2	s	-1	-46607.814	keV
68	147	Er	1.6	s	-1	-46507.814	keV
68	148	Er	4.6	s	-1	-51478.997	keV
68	149	Er	4	s	-1	-53741.621	keV
68	149	Er	8.9	s	-1	-52999.821	keV
68	150	Er	18.7	s	-1	-57831.323	keV
68	151	Er	23.5	s	-1	-58266.29	keV
68	151	Er	0.58	s	-1	-55680.29	keV
68	152	Er	10.2	s	-1	-60500.218	keV
68	153	Er	37.1	s	-1	-60466.682	keV
68	154	Er	3.729786245	m	-1	-62604.974	keV
68	155	Er	5.3	m	-1	-62209.172	keV
68	156	Er	19.5	m	-1	-64211.683	keV
68	157	Er	18.65	m	-1	-63413.648	keV
68	158	Er	2.26	h	-1	-65303.815	keV
68	159	Er	36	m	-1	-64561.12	keV
68	160	Er	28.58	h	-1	-66064.176	keV
68	161	Er	3.21	h	-1	-65201.298	keV
68	162	Er	STABLE	ignore	0.139	-66334.21	keV
68	163	Er	75	m	-1	-65167.413	keV
68	164	Er	STABLE	ignore	1.601	-65942.573	keV
68	165	Er	10.36	h	-1	-64521.353	keV
68	166	Er	STABLE	ignore	33.503	-64924.145	keV
68	167	Er	STABLE	ignore	22.869	-63289.256	keV
68	167	Er	2.269	s	-1	-63081.455	keV
68	168	Er	STABLE	ignore	26.978	-62989.231	keV
68	169	Er	9.39	d	-1	-60921.163	keV
68	170	Er	STABLE	ignore	14.91	-60107.514	keV
68	171	Er	7.516	h	-1	-57717.822	keV
68	172	Er	49.3	h	-1	-56482.578	keV
68	173	Er	1.4	m	-1	-53654	keV
68	174	Er	3.2	m	-1	-51949	keV
68	174	Er	3.9	s	-1	-50837.5	keV
68	175	Er	1.2	m	-1	-48652	keV
68	176	Er	ignore	ignore	-1	-46631	keV
68	177	Er	ignore	ignore	-1	-42858	keV
68	178	Er	ignore	ignore	-1	-40260	keV
68	179	Er	ignore	ignore	-1	-36080	keV
68	180	Er	ignore	ignore	-1	-33180	keV
69	144	Tm	1.9	us	-1	-22159	keV
69	145	Tm	3.16	us	-1	-27583	keV
69	146	Tm	155	ms	-1	-31055	keV
69	146	Tm	75	ms	-1	-30755	keV
69	146	Tm	198	ms	-1	-30615	keV
69	147	Tm	0.58	s	-1	-35974.407	keV
69	148	Tm	0.7	s	-1	-38765.034	keV
69	149	Tm	0.9	s	-1	-43940	keV
69	150	Tm	2.2	s	-1	-46491	keV
69	150	Tm	2.2	s	-1	-46491	keV
69	151	Tm	4.17	s	-1	-50771.613	keV
69	151	Tm	6.6	s	-1	-50675.213	keV
69	152	Tm	5.2	s	-1	-51720.279	keV
69	152	Tm	8	s	-1	-51720.279	keV
69	153	Tm	1.48	s	-1	-53972.61	keV
69	153	Tm	2.5	s	-1	-53929.41	keV
69	154	Tm	8.1	s	-1	-54427.142	keV
69	154	Tm	3.3	s	-1	-54357.142	keV
69	155	Tm	21.6	s	-1	-56625.921	keV
69	155	Tm	45	s	-1	-56584.921	keV
69	156	Tm	83	s	-1	-56834.417	keV
69	157	Tm	3.63	m	-1	-58709.279	keV
69	158	Tm	3.98	m	-1	-58703.2	keV
69	159	Tm	9.13	m	-1	-60570.404	keV
69	160	Tm	9.4	m	-1	-60301.037	keV
69	160	Tm	74.5	s	-1	-60231.037	keV
69	161	Tm	30.2	m	-1	-61898.715	keV
69	161	Tm	7	m	-1	-61891.205	keV
69	162	Tm	21.8	m	-1	-61477.482	keV
69	162	Tm	24.3	s	-1	-61347.482	keV
69	163	Tm	1.81	h	-1	-62728.413	keV
69	164	Tm	1.95	m	-1	-61908.943	keV
69	164	Tm	5.1	m	-1	-61898.943	keV
69	165	Tm	30.06	h	-1	-62930.024	keV
69	166	Tm	7.7	h	-1	-61886.478	keV
69	166	Tm	348	ms	-1	-61764.478	keV
69	167	Tm	9.28	d	-1	-62543.117	keV
69	168	Tm	93.1	d	-1	-61312.379	keV
69	169	Tm	STABLE	ignore	100	-61274.654	keV
69	170	Tm	128.4	d	-1	-59795.314	keV
69	171	Tm	701.5	d	-1	-59210.271	keV
69	172	Tm	63.6	h	-1	-57373.554	keV
69	173	Tm	8.24	h	-1	-56256.067	keV
69	174	Tm	5.4	m	-1	-53864.521	keV
69	174	Tm	2.29	s	-1	-53612.121	keV
69	175	Tm	15.2	m	-1	-52310.556	keV
69	176	Tm	1.853	m	-1	-49371.322	keV
69	177	Tm	95	s	-1	-47570	keV
69	177	Tm	77	s	-1	-47570	keV
69	178	Tm	ignore	ignore	-1	-44240	keV
69	179	Tm	ignore	ignore	-1	-41900	keV
69	180	Tm	ignore	ignore	-1	-38170	keV
69	181	Tm	ignore	ignore	-1	-35440	keV
70	149	Yb	0.7	s	-1	-33330	keV
70	150	Yb	ignore	ignore	-1	-38830	keV
70	151	Yb	1.6	s	-1	-41542.352	keV
70	151	Yb	1.6	s	-1	-40862.352	keV
70	152	Yb	3.1	s	-1	-46270.386	keV
70	153	Yb	4.2	s	-1	-47160	keV
70	154	Yb	409	ms	-1	-49932.093	keV
70	155	Yb	1.79	s	-1	-50502.614	keV
70	156	Yb	25	s	-1	-53265.538	keV
70	157	Yb	38.6	s	-1	-53419.912	keV
70	158	Yb	1.49	m	-1	-56009.62	keV
70	159	Yb	1.73	m	-1	-55833.517	keV
70	160	Yb	4.8	m	-1	-58163.227	keV
70	161	Yb	4.2	m	-1	-57834.248	keV
70	162	Yb	18.89	m	-1	-59821.163	keV
70	163	Yb	11.05	m	-1	-59293.878	keV
70	164	Yb	75.8	m	-1	-61012.171	keV
70	165	Yb	9.8	m	-1	-60295.388	keV
70	166	Yb	56.7	h	-1	-61593.706	keV
70	167	Yb	17.5	m	-1	-60589.9	keV
70	168	Yb	STABLE	ignore	0.123	-61579.867	keV
70	169	Yb	32.015	d	-1	-60375.527	keV
70	169	Yb	46	s	-1	-60351.3271	keV
70	170	Yb	STABLE	ignore	2.982	-60763.929	keV
70	171	Yb	STABLE	ignore	14.086	-59306.818	keV
70	172	Yb	STABLE	ignore	21.686	-59255.456	keV
70	173	Yb	STABLE	ignore	16.103	-57551.234	keV
70	174	Yb	STABLE	ignore	32.025	-56944.521	keV
70	175	Yb	4.1615	d	-1	-54695.556	keV
70	176	Yb	STABLE	ignore	12.995	-53491.322	keV
70	176	Yb	11.4	s	-1	-52441.522	keV
70	177	Yb	1.911	h	-1	-50986.404	keV
70	177	Yb	6.5	s	-1	-50654.904	keV
70	178	Yb	74	m	-1	-49677.139	keV
70	179	Yb	8	m	-1	-46640	keV
70	180	Yb	2.4	m	-1	-44720	keV
70	181	Yb	ignore	ignore	-1	-41088	keV
70	182	Yb	ignore	ignore	-1	-38900	keV
70	183	Yb	ignore	ignore	-1	-35000	keV
70	184	Yb	ignore	ignore	-1	-32600	keV
70	185	Yb	ignore	ignore	-1	-28480	keV
71	150	Lu	45	ms	-1	-24771	keV
71	151	Lu	79	ms	-1	-30300	keV
71	151	Lu	16	us	-1	-30238	keV
71	152	Lu	650	ms	-1	-33422	keV
71	153	Lu	0.9	s	-1	-38375.462	keV
71	154	Lu	ignore	ignore	-1	-39667	keV
71	154	Lu	1.12	s	-1	-39608	keV
71	155	Lu	67	ms	-1	-42545.056	keV
71	155	Lu	138	ms	-1	-42484.056	keV
71	156	Lu	494	ms	-1	-43699.55	keV
71	156	Lu	198	ms	-1	-43699.55	keV
71	157	Lu	7.6	s	-1	-46439.818	keV
71	157	Lu	4.79	s	-1	-46413.318	keV
71	158	Lu	10.6	s	-1	-47212.2	keV
71	159	Lu	12.1	s	-1	-49708.609	keV
71	160	Lu	36.1	s	-1	-50269.942	keV
71	160	Lu	40	s	-1	-50269.942	keV
71	161	Lu	77	s	-1	-52562.349	keV
71	162	Lu	1.37	m	-1	-52831.759	keV
71	162	Lu	1.5	m	-1	-52831.759	keV
71	162	Lu	1.9	m	-1	-52831.759	keV
71	163	Lu	4.01	m	-1	-54791.415	keV
71	164	Lu	3.15	m	-1	-54642.376	keV
71	165	Lu	10.74	m	-1	-56442.248	keV
71	166	Lu	2.65	m	-1	-56020.987	keV
71	166	Lu	1.41	m	-1	-55986.617	keV
71	166	Lu	2.12	m	-1	-55977.987	keV
71	167	Lu	52	m	-1	-57526.281	keV
71	167	Lu	1	m	-1	-57492.581	keV
71	168	Lu	5.5	m	-1	-57072.832	keV
71	168	Lu	6.6	m	-1	-56912.832	keV
71	169	Lu	34.06	h	-1	-58082.527	keV
71	169	Lu	160	s	-1	-58053.527	keV
71	170	Lu	2.01	d	-1	-57306.234	keV
71	170	Lu	0.67	s	-1	-57213.324	keV
71	171	Lu	8.25	d	-1	-57828.465	keV
71	171	Lu	78	s	-1	-57757.335	keV
71	172	Lu	6.702	d	-1	-56736.076	keV
71	172	Lu	3.7	m	-1	-56694.216	keV
71	173	Lu	1.37	y	-1	-56881.014	keV
71	174	Lu	3.31	y	-1	-55570.292	keV
71	174	Lu	142	d	-1	-55399.462	keV
71	175	Lu	STABLE	ignore	97.401	-55165.678	keV
71	176	Lu	37142795493	y	2.599	-53382.333	keV
71	176	Lu	3.6746	h	-1	-53259.488	keV
71	177	Lu	6.6472	d	-1	-52383.903	keV
71	177	Lu	160.35	d	-1	-51413.7273	keV
71	178	Lu	28.4	m	-1	-50337.881	keV
71	178	Lu	23.2	m	-1	-50214.081	keV
71	179	Lu	4.59	h	-1	-49059.013	keV
71	180	Lu	5.6	m	-1	-46676.476	keV
71	181	Lu	3.5	m	-1	-44797.414	keV
71	182	Lu	2	m	-1	-41770	keV
71	183	Lu	58	s	-1	-39716.114	keV
71	184	Lu	19	s	-1	-36300	keV
71	185	Lu	ignore	ignore	-1	-33960	keV
71	186	Lu	ignore	ignore	-1	-30320	keV
71	187	Lu	ignore	ignore	-1	-27770	keV
71	188	Lu	ignore	ignore	-1	-23820	keV
72	153	Hf	60	ns	-1	-27300	keV
72	154	Hf	2	s	-1	-32730	keV
72	155	Hf	840	ms	-1	-34310	keV
72	156	Hf	23	ms	-1	-37819.514	keV
72	157	Hf	115	ms	-1	-38855	keV
72	158	Hf	2.9	s	-1	-42102.399	keV
72	159	Hf	5.2	s	-1	-42852.606	keV
72	160	Hf	13.6	s	-1	-45938.747	keV
72	161	Hf	18.4	s	-1	-46315.817	keV
72	162	Hf	38.7	s	-1	-49168.426	keV
72	163	Hf	40	s	-1	-49269.32	keV
72	164	Hf	111	s	-1	-51818.356	keV
72	165	Hf	76	s	-1	-51635.513	keV
72	166	Hf	6.77	m	-1	-53858.989	keV
72	167	Hf	2.05	m	-1	-53467.761	keV
72	168	Hf	25.95	m	-1	-55360.557	keV
72	169	Hf	3.25	m	-1	-54716.895	keV
72	170	Hf	16.01	h	-1	-56253.86	keV
72	171	Hf	12.1	h	-1	-55431.351	keV
72	171	Hf	29.5	s	-1	-55409.421	keV
72	172	Hf	1.87	y	-1	-56402.232	keV
72	173	Hf	23.6	h	-1	-55411.79	keV
72	174	Hf	70000000000000000	y	0.16	-55844.583	keV
72	175	Hf	70.67	d	-1	-54481.763	keV
72	176	Hf	STABLE	ignore	5.26	-54576.428	keV
72	177	Hf	STABLE	ignore	18.6	-52880.745	keV
72	177	Hf	1.09	s	-1	-51565.2948	keV
72	177	Hf	51.4	m	-1	-50140.725	keV
72	178	Hf	STABLE	ignore	27.28	-52435.366	keV
72	178	Hf	4.3	s	-1	-51287.95	keV
72	178	Hf	31	y	-1	-49989.276	keV
72	179	Hf	STABLE	ignore	13.62	-50463.036	keV
72	179	Hf	18.67	s	-1	-50088.0008	keV
72	179	Hf	24.86	d	-1	-49357.296	keV
72	180	Hf	STABLE	ignore	35.08	-49779.476	keV
72	180	Hf	5.528	h	-1	-48637.924	keV
72	181	Hf	42.39	d	-1	-47402.958	keV
72	182	Hf	8900000	y	-1	-46049.636	keV
72	182	Hf	61.5	m	-1	-44876.766	keV
72	183	Hf	1.019	h	-1	-43283.547	keV
72	184	Hf	4.12	h	-1	-41499.453	keV
72	184	Hf	48	s	-1	-40227.253	keV
72	184	Hf	12	m	-1	-39022.453	keV
72	185	Hf	3.5	m	-1	-38319.804	keV
72	186	Hf	2.6	m	-1	-36424.214	keV
72	186	Hf	20	s	-1	-33456.214	keV
72	187	Hf	ignore	ignore	-1	-33000	keV
72	188	Hf	ignore	ignore	-1	-30830	keV
72	189	Hf	ignore	ignore	-1	-27150	keV
72	190	Hf	ignore	ignore	-1	-24800	keV
73	155	Ta	2.9	ms	-1	-23988	keV
73	156	Ta	106	ms	-1	-26001	keV
73	156	Ta	363	ms	-1	-25899	keV
73	157	Ta	10.2	ms	-1	-29595.948	keV
73	158	Ta	49	ms	-1	-31118	keV
73	159	Ta	1.04	s	-1	-34439.157	keV
73	159	Ta	0.553	s	-1	-34375.157	keV
73	160	Ta	1.55	s	-1	-35823.7	keV
73	160	Ta	1.7	s	-1	-35823.7	keV
73	161	Ta	ignore	ignore	-1	-38778.575	keV
73	161	Ta	3.09	s	-1	-38683.575	keV
73	162	Ta	3.56	s	-1	-39781.405	keV
73	163	Ta	10.7	s	-1	-42534.634	keV
73	164	Ta	14.2	s	-1	-43282.805	keV
73	165	Ta	31	s	-1	-45847.872	keV
73	166	Ta	34.4	s	-1	-46097.78	keV
73	167	Ta	80	s	-1	-48351.064	keV
73	168	Ta	2	m	-1	-48393.913	keV
73	169	Ta	4.9	m	-1	-50290.435	keV
73	170	Ta	6.76	m	-1	-50137.67	keV
73	171	Ta	23.3	m	-1	-51720.279	keV
73	172	Ta	36.8	m	-1	-51329.983	keV
73	173	Ta	3.14	h	-1	-52396.543	keV
73	174	Ta	1.08	h	-1	-51740.771	keV
73	175	Ta	10.5	h	-1	-52408.653	keV
73	176	Ta	8.08	h	-1	-51365.379	keV
73	177	Ta	56.56	h	-1	-51714.745	keV
73	178	Ta	2.41	h	-1	-50598	keV
73	178	Ta	290	ms	-1	-50598	keV
73	178	Ta	9.32	m	-1	-50598	keV
73	179	Ta	1.815	y	-1	-50357.456	keV
73	180	Ta	8.154	h	-1	-48933.631	keV
73	180	Ta	STABLE	ignore	0.01201	-48856.841	keV
73	181	Ta	STABLE	ignore	99.98799	-48439.064	keV
73	182	Ta	114.804	d	-1	-46430.685	keV
73	182	Ta	283	ms	-1	-46414.412	keV
73	182	Ta	15.85	m	-1	-45911.108	keV
73	183	Ta	5.1	d	-1	-45293.547	keV
73	184	Ta	8.7	h	-1	-42839.453	keV
73	185	Ta	49.5	m	-1	-41394.371	keV
73	186	Ta	10.5	m	-1	-38607.602	keV
73	186	Ta	1.54	m	-1	-38271.602	keV
73	186	Ta	17	s	-1	-38259.702	keV
73	187	Ta	283	s	-1	-36895.55	keV
73	187	Ta	7.3	s	-1	-35111.55	keV
73	187	Ta	5	m	-1	-33961.55	keV
73	188	Ta	19.6	s	-1	-33910	keV
73	188	Ta	19.6	s	-1	-33811	keV
73	189	Ta	ignore	ignore	-1	-31960	keV
73	190	Ta	5.3	s	-1	-28720	keV
73	191	Ta	ignore	ignore	-1	-26520	keV
73	192	Ta	2.2	s	-1	-23100	keV
73	193	Ta	ignore	ignore	-1	-20810	keV
73	194	Ta	ignore	ignore	-1	-17130	keV
74	157	W	275	ms	-1	-19690	keV
74	158	W	1.4	ms	-1	-23693	keV
74	159	W	8.5	ms	-1	-25434	keV
74	160	W	91	ms	-1	-29329.073	keV
74	161	W	409	ms	-1	-30507	keV
74	162	W	0.99	s	-1	-33999.217	keV
74	163	W	2.7	s	-1	-34908.439	keV
74	164	W	6.34	s	-1	-38235.555	keV
74	165	W	5.1	s	-1	-38861.316	keV
74	166	W	19.2	s	-1	-41887.471	keV
74	167	W	19.9	s	-1	-42093.212	keV
74	168	W	50.9	s	-1	-44892.93	keV
74	169	W	70	s	-1	-44917.866	keV
74	170	W	2.42	m	-1	-47290.804	keV
74	171	W	2.39	m	-1	-47086.095	keV
74	172	W	6.6	m	-1	-49097.191	keV
74	173	W	7.29	m	-1	-48727.388	keV
74	174	W	34.3	m	-1	-50227.093	keV
74	175	W	35.2	m	-1	-49632.8	keV
74	176	W	2.5	h	-1	-50641.608	keV
74	177	W	132	m	-1	-49701.731	keV
74	178	W	21.6	d	-1	-50407.066	keV
74	179	W	37.05	m	-1	-49295.247	keV
74	179	W	6.42	m	-1	-49073.337	keV
74	180	W	1590000000000000000	y	0.12	-49636.243	keV
74	181	W	120.96	d	-1	-48233.945	keV
74	182	W	STABLE	ignore	26.5	-48246.144	keV
74	183	W	STABLE	ignore	14.31	-46365.663	keV
74	183	W	5.36	s	-1	-46056.171	keV
74	184	W	STABLE	ignore	30.64	-45705.453	keV
74	185	W	74.9	d	-1	-43387.871	keV
74	185	W	1.67	m	-1	-43190.488	keV
74	186	W	STABLE	ignore	28.43	-42508.602	keV
74	187	W	23.8	h	-1	-39904.044	keV
74	188	W	69.77	d	-1	-38667.88	keV
74	189	W	11.6	m	-1	-35809	keV
74	190	W	30	m	-1	-34368.832	keV
74	191	W	ignore	ignore	-1	-31176.176	keV
74	192	W	ignore	ignore	-1	-29620	keV
74	193	W	ignore	ignore	-1	-26190	keV
74	194	W	ignore	ignore	-1	-24410	keV
74	195	W	ignore	ignore	-1	-20740	keV
74	196	W	ignore	ignore	-1	-18740	keV
74	197	W	ignore	ignore	-1	-14870	keV
75	159	Re	ignore	ignore	-1	-14805	keV
75	159	Re	20	us	-1	-14805	keV
75	160	Re	0.612	ms	-1	-16878	keV
75	161	Re	0.44	ms	-1	-20842.82	keV
75	161	Re	14.7	ms	-1	-20719.02	keV
75	162	Re	107	ms	-1	-22453	keV
75	162	Re	76	ms	-1	-22280	keV
75	163	Re	390	ms	-1	-26002.253	keV
75	163	Re	214	ms	-1	-25887.253	keV
75	164	Re	0.72	s	-1	-27472.441	keV
75	164	Re	0.86	s	-1	-27472.441	keV
75	165	Re	1.6	s	-1	-30659.353	keV
75	165	Re	1.74	s	-1	-30609.353	keV
75	166	Re	2.25	s	-1	-31837.335	keV
75	167	Re	5.9	s	-1	-34834	keV
75	167	Re	3.4	s	-1	-34706	keV
75	168	Re	4.4	s	-1	-35794.889	keV
75	169	Re	8.1	s	-1	-38409.247	keV
75	169	Re	15.1	s	-1	-38222.247	keV
75	170	Re	9.2	s	-1	-38903.996	keV
75	170	Re	9.2	s	-1	-38839.996	keV
75	171	Re	15.2	s	-1	-41250.285	keV
75	172	Re	15	s	-1	-41566.839	keV
75	172	Re	55	s	-1	-41566.839	keV
75	173	Re	1.98	m	-1	-43553.87	keV
75	174	Re	2.38	m	-1	-43673.101	keV
75	175	Re	5.89	m	-1	-45288.312	keV
75	176	Re	5.3	m	-1	-45062.89	keV
75	177	Re	14	m	-1	-46269.175	keV
75	178	Re	13.2	m	-1	-45653.457	keV
75	179	Re	19.5	m	-1	-46584.312	keV
75	180	Re	2.46	m	-1	-45837.364	keV
75	181	Re	19.95	h	-1	-46517.412	keV
75	182	Re	64.2	h	-1	-45446.144	keV
75	182	Re	14.14	h	-1	-45446.144	keV
75	183	Re	70	d	-1	-45809.663	keV
75	184	Re	35.43	d	-1	-44219.819	keV
75	184	Re	168	d	-1	-44031.7727	keV
75	185	Re	STABLE	ignore	37.4	-43819.047	keV
75	186	Re	3.7184667951775174	d	-1	-41927.32	keV
75	186	Re	200000	y	-1	-41779.12	keV
75	187	Re	41200000000	y	62.6	-41216.548	keV
75	188	Re	17.004	h	-1	-39016.88	keV
75	188	Re	18.59	m	-1	-38844.7952	keV
75	189	Re	24.2	h	-1	-37979.097	keV
75	190	Re	3	m	-1	-35583.015	keV
75	190	Re	3.3	h	-1	-35379.015	keV
75	191	Re	9.8	m	-1	-34350.408	keV
75	192	Re	15.2	s	-1	-31588.828	keV
75	193	Re	ignore	ignore	-1	-30231.641	keV
75	194	Re	5	s	-1	-27260	keV
75	194	Re	25	s	-1	-26975	keV
75	194	Re	100	s	-1	-26427	keV
75	195	Re	6	s	-1	-25560	keV
75	196	Re	3	s	-1	-22360	keV
75	197	Re	ignore	ignore	-1	-20350	keV
75	198	Re	ignore	ignore	-1	-16990	keV
75	199	Re	ignore	ignore	-1	-14730	keV
76	161	Os	0.64	ms	-1	-10196	keV
76	162	Os	2.1	ms	-1	-14500	keV
76	163	Os	5.8	ms	-1	-16336	keV
76	164	Os	21	ms	-1	-20424.723	keV
76	165	Os	71	ms	-1	-21747	keV
76	166	Os	212	ms	-1	-25431.526	keV
76	167	Os	839	ms	-1	-26498.86	keV
76	168	Os	2.1	s	-1	-29994.995	keV
76	169	Os	3.4	s	-1	-30722.984	keV
76	170	Os	7.4	s	-1	-33925.692	keV
76	171	Os	8.3	s	-1	-34297.238	keV
76	172	Os	19.2	s	-1	-37243.641	keV
76	173	Os	22.4	s	-1	-37438.25	keV
76	174	Os	44	s	-1	-39995.383	keV
76	175	Os	1.4	m	-1	-40105.36	keV
76	176	Os	3.6	m	-1	-42131.184	keV
76	177	Os	3	m	-1	-41956.448	keV
76	178	Os	5	m	-1	-43544.243	keV
76	179	Os	6.3	m	-1	-43020.137	keV
76	180	Os	21.5	m	-1	-44356.198	keV
76	181	Os	106	m	-1	-43549.968	keV
76	181	Os	2.7	m	-1	-43500.768	keV
76	182	Os	22.04	h	-1	-44609.109	keV
76	183	Os	13	h	-1	-43663.76	keV
76	183	Os	9.9	h	-1	-43493.03	keV
76	184	Os	1.12E+13	y	0.02	-44252.565	keV
76	185	Os	92.95	d	-1	-42805.908	keV
76	186	Os	2000000000000000	y	1.59	-43000.032	keV
76	187	Os	STABLE	ignore	1.97	-41219.015	keV
76	188	Os	STABLE	ignore	13.24	-41137.301	keV
76	189	Os	STABLE	ignore	16.15	-38986.802	keV
76	189	Os	5.81	h	-1	-38955.982	keV
