angle,xsec,integral
0.944618,0.040850,3085859.041894
0.945875,0.041030,3085859.082924
0.947132,0.041180,3085859.124104
0.948390,0.041310,3085859.165414
0.949649,0.041410,3085859.206824
0.950907,0.041480,3085859.248304
0.952167,0.041530,3085859.289834
0.953427,0.041550,3085859.331384
0.954687,0.041550,3085859.372934
0.955948,0.041520,3085859.414454
0.957209,0.041470,3085859.455924
0.958471,0.041390,3085859.497314
0.959734,0.041290,3085859.538604
0.960997,0.041160,3085859.579764
0.962261,0.041010,3085859.620774
0.963525,0.040840,3085859.661614
0.964789,0.040650,3085859.702264
0.966055,0.040430,3085859.742694
0.967320,0.040200,3085859.782894
0.968587,0.039940,3085859.822834
0.969854,0.039660,3085859.862494
0.971121,0.039370,3085859.901864
0.972389,0.039050,3085859.940914
0.973658,0.038720,3085859.979634
0.974927,0.038370,3085860.018004
0.976196,0.038000,3085860.056004
0.977467,0.037620,3085860.093624
0.978737,0.037220,3085860.130844
0.980009,0.036800,3085860.167644
0.981281,0.036370,3085860.204014
0.982553,0.035930,3085860.239944
0.983826,0.035470,3085860.275414
0.985100,0.035010,3085860.310424
0.986374,0.034530,3085860.344954
0.987649,0.034030,3085860.378984
0.988924,0.033530,3085860.412514
0.990200,0.033020,3085860.445534
0.991476,0.032500,3085860.478034
0.992753,0.031970,3085860.510004
0.994031,0.031440,3085860.541444
0.995309,0.030900,3085860.572344
0.996588,0.030350,3085860.602694
0.997867,0.029790,3085860.632484
0.999147,0.029230,3085860.661714
1.000428,0.028670,3085860.690384
1.001709,0.028100,3085860.718484
1.002991,0.027530,3085860.746014
1.004273,0.026950,3085860.772964
1.005556,0.026380,3085860.799344
1.006839,0.025800,3085860.825144
1.008124,0.025220,3085860.850364
1.009408,0.024640,3085860.875004
1.010694,0.024060,3085860.899064
1.011980,0.023490,3085860.922554
1.013266,0.022910,3085860.945464
1.014553,0.022340,3085860.967804
1.015841,0.021760,3085860.989564
1.017129,0.021190,3085861.010754
1.018418,0.020630,3085861.031384
1.019708,0.020060,3085861.051444
1.020998,0.019510,3085861.070954
1.022289,0.018950,3085861.089904
1.023580,0.018400,3085861.108304
1.024873,0.017860,3085861.126164
1.026165,0.017320,3085861.143484
1.027459,0.016790,3085861.160274
1.028753,0.016270,3085861.176544
1.030047,0.015750,3085861.192294
1.031342,0.015240,3085861.207534
1.032638,0.014730,3085861.222264
1.033935,0.014240,3085861.236504
1.035232,0.013750,3085861.250254
1.036530,0.013270,3085861.263524
1.037828,0.012800,3085861.276324
1.039127,0.012340,3085861.288664
1.040427,0.011880,3085861.300544
1.041727,0.011440,3085861.311984
1.043028,0.011010,3085861.322994
1.044330,0.010580,3085861.333574
1.045632,0.010170,3085861.343744
1.046935,0.009765,3085861.353509
1.048239,0.009371,3085861.362880
1.049543,0.008987,3085861.371867
1.050848,0.008613,3085861.380480
1.052154,0.008251,3085861.388731
1.053460,0.007898,3085861.396629
1.054767,0.007557,3085861.404186
1.056075,0.007226,3085861.411412
1.057383,0.006907,3085861.418319
1.058692,0.006598,3085861.424917
1.060002,0.006300,3085861.431217
1.061312,0.006013,3085861.437230
1.062623,0.005737,3085861.442967
1.063935,0.005472,3085861.448439
1.065247,0.005218,3085861.453657
1.066561,0.004975,3085861.458632
1.067874,0.004743,3085861.463375
1.069189,0.004522,3085861.467897
1.070504,0.004312,3085861.472209
1.071820,0.004112,3085861.476321
1.073136,0.003923,3085861.480244
1.074454,0.003745,3085861.483989
1.075772,0.003577,3085861.487566
1.077090,0.003420,3085861.490986
1.078410,0.003273,3085861.494259
1.079730,0.003136,3085861.497395
1.081051,0.003009,3085861.500404
1.082372,0.002892,3085861.503296
1.083694,0.002785,3085861.506081
1.085017,0.002687,3085861.508768
1.086341,0.002599,3085861.511367
1.087665,0.002520,3085861.513887
1.088991,0.002451,3085861.516338
1.090316,0.002390,3085861.518728
1.091643,0.002338,3085861.521066
1.092970,0.002294,3085861.523360
1.094298,0.002259,3085861.525619
1.095627,0.002232,3085861.527851
1.096957,0.002213,3085861.530064
1.098287,0.002201,3085861.532265
1.099618,0.002197,3085861.534462
1.100950,0.002201,3085861.536663
1.102282,0.002211,3085861.538874
1.103615,0.002228,3085861.541102
1.104949,0.002251,3085861.543353
1.106284,0.002281,3085861.545634
1.107620,0.002316,3085861.547950
1.108956,0.002358,3085861.550308
1.110293,0.002405,3085861.552713
1.111631,0.002457,3085861.555170
1.112969,0.002514,3085861.557684
1.114309,0.002576,3085861.560260
1.115649,0.002643,3085861.562903
1.116989,0.002713,3085861.565616
1.118331,0.002788,3085861.568404
1.119674,0.002866,3085861.571270
1.121017,0.002948,3085861.574218
1.122361,0.003033,3085861.577251
1.123706,0.003120,3085861.580371
1.125051,0.003211,3085861.583582
1.126397,0.003304,3085861.586886
1.127745,0.003399,3085861.590285
1.129093,0.003495,3085861.593780
1.130441,0.003594,3085861.597374
1.131791,0.003694,3085861.601068
1.133141,0.003795,3085861.604863
1.134492,0.003897,3085861.608760
1.135844,0.003999,3085861.612759
1.137197,0.004103,3085861.616862
1.138551,0.004206,3085861.621068
1.139905,0.004309,3085861.625377
1.141260,0.004413,3085861.629790
1.142616,0.004515,3085861.634305
1.143973,0.004618,3085861.638923
1.145331,0.004719,3085861.643642
1.146690,0.004819,3085861.648461
1.148049,0.004918,3085861.653379
1.149409,0.005016,3085861.658395
1.150770,0.005113,3085861.663508
1.152132,0.005207,3085861.668715
1.153495,0.005300,3085861.674015
1.154858,0.005391,3085861.679406
1.156223,0.005480,3085861.684886
1.157588,0.005566,3085861.690452
1.158954,0.005650,3085861.696102
1.160321,0.005731,3085861.701833
1.161689,0.005810,3085861.707643
1.163058,0.005886,3085861.713529
1.164427,0.005959,3085861.719488
1.165798,0.006030,3085861.725518
1.167169,0.006097,3085861.731615
1.168541,0.006161,3085861.737776
1.169914,0.006222,3085861.743998
1.171288,0.006280,3085861.750278
1.172663,0.006335,3085861.756613
1.174039,0.006386,3085861.762999
1.175415,0.006434,3085861.769433
1.176793,0.006478,3085861.775911
1.178171,0.006519,3085861.782430
1.179550,0.006557,3085861.788987
1.180930,0.006591,3085861.795578
1.182311,0.006622,3085861.802200
1.183693,0.006649,3085861.808849
1.185076,0.006673,3085861.815522
1.186460,0.006693,3085861.822215
1.187845,0.006710,3085861.828925
1.189230,0.006723,3085861.835648
1.190617,0.006733,3085861.842381
1.192004,0.006740,3085861.849121
1.193393,0.006743,3085861.855864
1.194782,0.006744,3085861.862608
1.196172,0.006740,3085861.869348
1.197563,0.006734,3085861.876082
1.198956,0.006725,3085861.882807
1.200349,0.006712,3085861.889519
1.201743,0.006696,3085861.896215
1.203138,0.006678,3085861.902893
1.204533,0.006656,3085861.909549
1.205930,0.006632,3085861.916181
1.207328,0.006604,3085861.922785
1.208727,0.006574,3085861.929359
1.210127,0.006542,3085861.935901
1.211527,0.006507,3085861.942408
1.212929,0.006469,3085861.948877
1.214332,0.006429,3085861.955306
1.215735,0.006386,3085861.961692
1.217140,0.006342,3085861.968034
1.218545,0.006295,3085861.974329
1.219952,0.006246,3085861.980575
1.221359,0.006194,3085861.986769
1.222768,0.006141,3085861.992910
1.224177,0.006086,3085861.998996
1.225588,0.006029,3085862.005025
1.226999,0.005971,3085862.010996
1.228412,0.005910,3085862.016906
1.229825,0.005849,3085862.022755
1.231240,0.005785,3085862.028540
1.232656,0.005720,3085862.034260
1.234072,0.005654,3085862.039914
1.235490,0.005587,3085862.045501
1.236908,0.005518,3085862.051019
1.238328,0.005448,3085862.056467
1.239749,0.005377,3085862.061844
1.241170,0.005305,3085862.067149
1.242593,0.005233,3085862.072382
1.244017,0.005159,3085862.077541
1.245442,0.005084,3085862.082625
1.246868,0.005009,3085862.087634
1.248295,0.004933,3085862.092567
1.249723,0.004857,3085862.097424
1.251152,0.004780,3085862.102204
1.252582,0.004702,3085862.106906
1.254013,0.004624,3085862.111530
1.255445,0.004545,3085862.116075
1.256879,0.004467,3085862.120542
1.258313,0.004388,3085862.124930
1.259748,0.004309,3085862.129239
1.261185,0.004229,3085862.133468
1.262623,0.004150,3085862.137618
1.264061,0.004070,3085862.141688
1.265501,0.003991,3085862.145679
1.266942,0.003911,3085862.149590
1.268384,0.003832,3085862.153422
1.269827,0.003753,3085862.157175
1.271272,0.003674,3085862.160849
1.272717,0.003595,3085862.164444
1.274163,0.003516,3085862.167960
1.275611,0.003438,3085862.171398
1.277060,0.003360,3085862.174758
1.278510,0.003283,3085862.178041
1.279961,0.003206,3085862.181247
1.281413,0.003129,3085862.184376
1.282866,0.003053,3085862.187429
1.284320,0.002977,3085862.190406
1.285776,0.002903,3085862.193309
1.287233,0.002828,3085862.196137
1.288691,0.002755,3085862.198892
1.290150,0.002682,3085862.201574
1.291610,0.002610,3085862.204184
1.293071,0.002538,3085862.206722
1.294534,0.002468,3085862.209190
1.295997,0.002398,3085862.211588
1.297462,0.002329,3085862.213917
1.298928,0.002261,3085862.216178
1.300396,0.002194,3085862.218372
1.301864,0.002127,3085862.220499
1.303334,0.002062,3085862.222561
1.304805,0.001998,3085862.224559
1.306277,0.001935,3085862.226494
1.307750,0.001873,3085862.228367
1.309224,0.001812,3085862.230179
1.310700,0.001752,3085862.231931
1.312177,0.001693,3085862.233624
1.313655,0.001636,3085862.235260
1.315134,0.001580,3085862.236840
1.316615,0.001524,3085862.238364
1.318097,0.001471,3085862.239835
1.319580,0.001418,3085862.241253
1.321064,0.001367,3085862.242620
1.322550,0.001317,3085862.243937
1.324037,0.001268,3085862.245205
1.325525,0.001221,3085862.246426
1.327014,0.001175,3085862.247601
1.328505,0.001130,3085862.248731
1.329997,0.001087,3085862.249818
1.331490,0.001045,3085862.250863
1.332984,0.001005,3085862.251868
1.334480,0.000966,3085862.252834
1.335977,0.000928,3085862.253762
1.337475,0.000892,3085862.254655
1.338975,0.000858,3085862.255513
1.340476,0.000825,3085862.256338
1.341978,0.000793,3085862.257131
1.343482,0.000763,3085862.257895
1.344986,0.000735,3085862.258629
1.346493,0.000708,3085862.259337
1.348000,0.000682,3085862.260019
1.349509,0.000658,3085862.260677
1.351019,0.000636,3085862.261313
1.352531,0.000615,3085862.261928
1.354043,0.000595,3085862.262523
1.355558,0.000577,3085862.263100
1.357073,0.000560,3085862.263660
1.358590,0.000545,3085862.264205
1.360108,0.000532,3085862.264737
1.361628,0.000519,3085862.265256
1.363149,0.000508,3085862.265764
1.364671,0.000499,3085862.266264
1.366195,0.000491,3085862.266755
1.367720,0.000485,3085862.267239
1.369247,0.000479,3085862.267719
1.370775,0.000475,3085862.268194
1.372304,0.000473,3085862.268667
1.373835,0.000472,3085862.269138
1.375367,0.000471,3085862.269610
1.376901,0.000472,3085862.270082
1.378436,0.000475,3085862.270557
1.379972,0.000478,3085862.271036
1.381510,0.000483,3085862.271518
1.383049,0.000489,3085862.272007
1.384590,0.000495,3085862.272502
1.386132,0.000503,3085862.273006
1.387676,0.000512,3085862.273517
1.389221,0.000521,3085862.274039
1.390768,0.000532,3085862.274571
1.392316,0.000543,3085862.275114
1.393865,0.000555,3085862.275669
1.395416,0.000568,3085862.276238
1.396969,0.000582,3085862.276820
1.398522,0.000596,3085862.277416
1.400078,0.000611,3085862.278027
1.401635,0.000626,3085862.278653
1.403193,0.000642,3085862.279295
1.404753,0.000659,3085862.279954
1.406315,0.000675,3085862.280629
1.407878,0.000693,3085862.281322
1.409442,0.000710,3085862.282032
1.411008,0.000728,3085862.282760
1.412576,0.000746,3085862.283505
1.414145,0.000764,3085862.284269
1.415716,0.000782,3085862.285051
1.417288,0.000800,3085862.285851
1.418862,0.000818,3085862.286669
1.420437,0.000837,3085862.287506
1.422014,0.000855,3085862.288361
1.423593,0.000873,3085862.289234
1.425173,0.000891,3085862.290125
1.426755,0.000909,3085862.291033
1.428338,0.000926,3085862.291959
1.429923,0.000943,3085862.292902
1.431509,0.000960,3085862.293862
1.433097,0.000977,3085862.294839
1.434687,0.000993,3085862.295832
1.436278,0.001008,3085862.296840
1.437871,0.001024,3085862.297864
1.439466,0.001039,3085862.298903
1.441062,0.001053,3085862.299956
1.442660,0.001067,3085862.301023
1.444260,0.001080,3085862.302103
1.445861,0.001093,3085862.303196
1.447464,0.001105,3085862.304301
1.449068,0.001116,3085862.305417
1.450675,0.001127,3085862.306544
1.452282,0.001137,3085862.307681
1.453892,0.001147,3085862.308828
1.455503,0.001156,3085862.309984
1.457116,0.001164,3085862.311148
1.458731,0.001172,3085862.312320
1.460347,0.001179,3085862.313499
1.461966,0.001185,3085862.314684
1.463585,0.001191,3085862.315875
1.465207,0.001196,3085862.317071
1.466830,0.001200,3085862.318271
1.468455,0.001204,3085862.319475
1.470082,0.001207,3085862.320682
1.471711,0.001210,3085862.321892
1.473341,0.001211,3085862.323103
1.474973,0.001213,3085862.324316
1.476607,0.001213,3085862.325529
1.478243,0.001214,3085862.326743
1.479880,0.001213,3085862.327956
1.481519,0.001212,3085862.329168
1.483161,0.001211,3085862.330379
1.484803,0.001209,3085862.331588
1.486448,0.001206,3085862.332794
1.488095,0.001203,3085862.333997
1.489743,0.001200,3085862.335197
1.491393,0.001196,3085862.336393
1.493045,0.001192,3085862.337585
1.494699,0.001187,3085862.338772
1.496355,0.001183,3085862.339955
1.498012,0.001177,3085862.341132
1.499672,0.001172,3085862.342304
1.501333,0.001166,3085862.343470
1.502996,0.001160,3085862.344630
1.504661,0.001153,3085862.345783
1.506328,0.001146,3085862.346929
1.507997,0.001139,3085862.348068
1.509668,0.001132,3085862.349200
1.511341,0.001125,3085862.350325
1.513016,0.001117,3085862.351442
1.514692,0.001110,3085862.352552
1.516371,0.001102,3085862.353654
1.518051,0.001094,3085862.354748
1.519734,0.001086,3085862.355834
1.521418,0.001077,3085862.356911
1.523105,0.001069,3085862.357980
1.524793,0.001061,3085862.359041
1.526483,0.001052,3085862.360093
1.528176,0.001043,3085862.361136
1.529870,0.001035,3085862.362171
1.531567,0.001026,3085862.363197
1.533265,0.001017,3085862.364214
1.534965,0.001008,3085862.365222
1.536668,0.000999,3085862.366221
1.538372,0.000990,3085862.367211
1.540079,0.000981,3085862.368192
1.541787,0.000972,3085862.369164
1.543498,0.000963,3085862.370127
1.545211,0.000954,3085862.371081
1.546925,0.000944,3085862.372025
1.548642,0.000935,3085862.372960
1.550361,0.000925,3085862.373885
1.552082,0.000916,3085862.374801
1.553805,0.000907,3085862.375708
1.555531,0.000897,3085862.376605
1.557258,0.000887,3085862.377492
1.558988,0.000878,3085862.378370
1.560719,0.000868,3085862.379238
1.562453,0.000858,3085862.380096
1.564189,0.000848,3085862.380944
1.565927,0.000838,3085862.381781
1.567668,0.000828,3085862.382609
1.569410,0.000817,3085862.383427
1.571155,0.000807,3085862.384234
1.572902,0.000797,3085862.385031
1.574651,0.000786,3085862.385817
1.576402,0.000776,3085862.386593
1.578156,0.000765,3085862.387358
1.579911,0.000754,3085862.388112
1.581669,0.000743,3085862.388855
1.583430,0.000732,3085862.389587
1.585192,0.000721,3085862.390308
1.586957,0.000710,3085862.391018
1.588724,0.000698,3085862.391716
1.590493,0.000687,3085862.392403
1.592265,0.000675,3085862.393078
1.594039,0.000664,3085862.393742
1.595815,0.000652,3085862.394394
1.597593,0.000640,3085862.395034
1.599374,0.000628,3085862.395662
1.601157,0.000616,3085862.396279
1.602943,0.000604,3085862.396883
1.604731,0.000592,3085862.397475
1.606521,0.000580,3085862.398054
1.608314,0.000567,3085862.398622
1.610109,0.000555,3085862.399177
1.611906,0.000543,3085862.399720
1.613706,0.000530,3085862.400250
1.615508,0.000518,3085862.400768
1.617313,0.000505,3085862.401274
1.619120,0.000493,3085862.401767
1.620929,0.000481,3085862.402247
1.622741,0.000468,3085862.402716
1.624555,0.000456,3085862.403172
1.626372,0.000444,3085862.403615
1.628191,0.000431,3085862.404046
1.630013,0.000419,3085862.404465
1.631837,0.000407,3085862.404872
1.633664,0.000395,3085862.405267
1.635494,0.000383,3085862.405650
1.637325,0.000371,3085862.406021
1.639160,0.000359,3085862.406380
1.640996,0.000348,3085862.406728
1.642836,0.000336,3085862.407064
1.644678,0.000325,3085862.407388
1.646522,0.000314,3085862.407702
1.648369,0.000303,3085862.408005
1.650219,0.000292,3085862.408296
1.652071,0.000281,3085862.408577
1.653926,0.000271,3085862.408848
1.655784,0.000260,3085862.409109
1.657644,0.000251,3085862.409359
1.659507,0.000241,3085862.409600
1.661372,0.000231,3085862.409831
1.663240,0.000222,3085862.410053
1.665111,0.000213,3085862.410267
1.666985,0.000204,3085862.410471
1.668861,0.000196,3085862.410667
1.670739,0.000188,3085862.410855
1.672621,0.000180,3085862.411035
1.674505,0.000172,3085862.411207
1.676392,0.000165,3085862.411373
1.678282,0.000158,3085862.411531
1.680174,0.000152,3085862.411683
1.682070,0.000145,3085862.411828
1.683968,0.000139,3085862.411967
1.685869,0.000134,3085862.412101
1.687772,0.000128,3085862.412229
1.689679,0.000123,3085862.412353
1.691588,0.000119,3085862.412472
1.693500,0.000114,3085862.412586
1.695415,0.000110,3085862.412696
1.697332,0.000107,3085862.412803
1.699253,0.000103,3085862.412906
1.701176,0.000100,3085862.413006
1.703103,0.000097,3085862.413103
1.705032,0.000095,3085862.413198
1.706964,0.000093,3085862.413291
1.708899,0.000091,3085862.413382
1.710837,0.000089,3085862.413471
1.712778,0.000088,3085862.413559
1.714722,0.000087,3085862.413647
1.716669,0.000087,3085862.413733
1.718619,0.000086,3085862.413820
1.720571,0.000086,3085862.413906
1.722527,0.000086,3085862.413992
1.724486,0.000087,3085862.414078
1.726448,0.000087,3085862.414166
1.728413,0.000088,3085862.414254
1.730380,0.000089,3085862.414343
1.732351,0.000090,3085862.414433
1.734325,0.000092,3085862.414525
1.736302,0.000094,3085862.414619
1.738283,0.000095,3085862.414714
1.740266,0.000097,3085862.414811
1.742252,0.000099,3085862.414911
1.744242,0.000102,3085862.415012
1.746234,0.000104,3085862.415116
1.748230,0.000107,3085862.415223
1.750229,0.000109,3085862.415332
1.752231,0.000112,3085862.415444
1.754237,0.000115,3085862.415559
1.756245,0.000118,3085862.415677
1.758257,0.000121,3085862.415797
1.760272,0.000123,3085862.415921
1.762290,0.000126,3085862.416047
1.764311,0.000129,3085862.416176
1.766336,0.000132,3085862.416309
1.768364,0.000135,3085862.416444
1.770395,0.000138,3085862.416583
1.772430,0.000141,3085862.416724
1.774468,0.000144,3085862.416868
1.776509,0.000147,3085862.417015
1.778553,0.000150,3085862.417166
1.780601,0.000153,3085862.417318
1.782653,0.000156,3085862.417474
1.784707,0.000158,3085862.417633
1.786765,0.000161,3085862.417794
1.788827,0.000164,3085862.417957
1.790891,0.000166,3085862.418123
1.792960,0.000169,3085862.418292
1.795031,0.000171,3085862.418463
1.797106,0.000173,3085862.418636
1.799185,0.000175,3085862.418811
1.801267,0.000177,3085862.418988
1.803353,0.000179,3085862.419167
1.805442,0.000181,3085862.419348
1.807534,0.000183,3085862.419531
1.809631,0.000185,3085862.419716
1.811730,0.000186,3085862.419902
1.813833,0.000188,3085862.420090
1.815940,0.000189,3085862.420280
1.818051,0.000191,3085862.420471
1.820165,0.000192,3085862.420663
1.822282,0.000194,3085862.420857
1.824404,0.000195,3085862.421052
1.826529,0.000196,3085862.421248
1.828657,0.000198,3085862.421446
1.830789,0.000199,3085862.421645
1.832925,0.000200,3085862.421845
1.835065,0.000201,3085862.422046
1.837208,0.000202,3085862.422248
1.839355,0.000204,3085862.422452
1.841506,0.000205,3085862.422656
1.843661,0.000206,3085862.422862
1.845819,0.000207,3085862.423069
1.847981,0.000208,3085862.423278
1.850147,0.000210,3085862.423488
1.852317,0.000211,3085862.423699
1.854491,0.000212,3085862.423911
1.856668,0.000214,3085862.424125
1.858849,0.000216,3085862.424341
1.861035,0.000217,3085862.424558
1.863224,0.000219,3085862.424777
1.865417,0.000220,3085862.424997
1.867613,0.000222,3085862.425220
1.869814,0.000224,3085862.425444
1.872019,0.000226,3085862.425670
1.874228,0.000228,3085862.425898
1.876440,0.000230,3085862.426128
1.878657,0.000233,3085862.426361
1.880878,0.000235,3085862.426596
1.883102,0.000237,3085862.426833
1.885331,0.000240,3085862.427072
1.887564,0.000242,3085862.427314
1.889801,0.000245,3085862.427559
1.892042,0.000247,3085862.427806
1.894287,0.000250,3085862.428056
1.896536,0.000253,3085862.428309
1.898789,0.000255,3085862.428564
1.901047,0.000258,3085862.428822
1.903309,0.000261,3085862.429083
1.905574,0.000264,3085862.429346
1.907844,0.000266,3085862.429612
1.910118,0.000269,3085862.429881
1.912397,0.000272,3085862.430153
1.914680,0.000275,3085862.430428
1.916966,0.000277,3085862.430705
1.919258,0.000280,3085862.430985
1.921553,0.000282,3085862.431267
1.923853,0.000285,3085862.431552
1.926157,0.000287,3085862.431839
1.928465,0.000289,3085862.432128
1.930778,0.000291,3085862.432420
1.933095,0.000293,3085862.432713
1.935417,0.000295,3085862.433008
1.937743,0.000297,3085862.433305
1.940073,0.000298,3085862.433604
1.942408,0.000300,3085862.433904
1.944747,0.000301,3085862.434205
1.947091,0.000302,3085862.434507
1.949439,0.000303,3085862.434809
1.951791,0.000303,3085862.435113
1.954148,0.000304,3085862.435416
1.956510,0.000304,3085862.435720
1.958876,0.000304,3085862.436024
1.961247,0.000303,3085862.436327
1.963622,0.000303,3085862.436630
1.966002,0.000302,3085862.436932
1.968387,0.000301,3085862.437233
1.970776,0.000300,3085862.437532
1.973170,0.000298,3085862.437830
1.975568,0.000296,3085862.438126
1.977972,0.000294,3085862.438421
1.980379,0.000292,3085862.438712
1.982792,0.000289,3085862.439001
1.985209,0.000286,3085862.439288
1.987631,0.000283,3085862.439571
1.990058,0.000280,3085862.439851
1.992490,0.000277,3085862.440128
1.994926,0.000273,3085862.440401
1.997367,0.000269,3085862.440670
1.999813,0.000265,3085862.440935
2.002264,0.000261,3085862.441196
2.004720,0.000256,3085862.441452
2.007180,0.000252,3085862.441703
2.009646,0.000247,3085862.441950
2.012116,0.000242,3085862.442192
2.014591,0.000237,3085862.442429
2.017072,0.000232,3085862.442661
2.019557,0.000226,3085862.442887
2.022047,0.000221,3085862.443108
2.024542,0.000216,3085862.443324
2.027043,0.000210,3085862.443534
2.029548,0.000205,3085862.443739
2.032058,0.000199,3085862.443938
2.034573,0.000193,3085862.444131
2.037094,0.000188,3085862.444319
2.039619,0.000182,3085862.444501
2.042150,0.000176,3085862.444677
2.044686,0.000171,3085862.444848
2.047227,0.000165,3085862.445013
2.049773,0.000160,3085862.445173
2.052324,0.000154,3085862.445327
2.054881,0.000149,3085862.445476
2.057442,0.000144,3085862.445620
2.060009,0.000138,3085862.445758
2.062582,0.000133,3085862.445891
2.065159,0.000128,3085862.446020
2.067742,0.000123,3085862.446143
2.070330,0.000119,3085862.446262
2.072923,0.000114,3085862.446376
2.075522,0.000109,3085862.446485
2.078126,0.000105,3085862.446590
2.080736,0.000101,3085862.446691
2.083351,0.000097,3085862.446788
2.085971,0.000093,3085862.446880
2.088597,0.000089,3085862.446969
2.091228,0.000085,3085862.447055
2.093864,0.000082,3085862.447136
2.096506,0.000079,3085862.447215
2.099154,0.000075,3085862.447290
2.101807,0.000072,3085862.447363
2.104466,0.000069,3085862.447432
2.107130,0.000067,3085862.447499
2.109800,0.000064,3085862.447563
2.112475,0.000062,3085862.447625
2.115156,0.000059,3085862.447684
2.117842,0.000057,3085862.447742
2.120534,0.000055,3085862.447797
2.123232,0.000053,3085862.447850
2.125936,0.000052,3085862.447902
2.128645,0.000050,3085862.447952
2.131360,0.000048,3085862.448001
2.134080,0.000047,3085862.448048
2.136807,0.000046,3085862.448093
2.139539,0.000045,3085862.448138
2.142276,0.000043,3085862.448181
2.145020,0.000042,3085862.448224
2.147769,0.000041,3085862.448265
2.150525,0.000041,3085862.448306
2.153286,0.000040,3085862.448346
2.156053,0.000039,3085862.448385
2.158825,0.000038,3085862.448423
2.161604,0.000038,3085862.448461
2.164389,0.000037,3085862.448498
2.167179,0.000037,3085862.448534
2.169975,0.000036,3085862.448570
2.172778,0.000036,3085862.448606
2.175586,0.000035,3085862.448641
2.178400,0.000035,3085862.448676
2.181221,0.000034,3085862.448710
2.184047,0.000034,3085862.448744
2.186879,0.000034,3085862.448778
2.189718,0.000033,3085862.448811
2.192562,0.000033,3085862.448844
2.195412,0.000032,3085862.448876
2.198269,0.000032,3085862.448908
2.201132,0.000032,3085862.448940
2.204001,0.000031,3085862.448971
2.206876,0.000031,3085862.449002
2.209757,0.000030,3085862.449032
2.212644,0.000030,3085862.449062
2.215537,0.000030,3085862.449092
2.218437,0.000029,3085862.449121
2.221343,0.000029,3085862.449149
2.224255,0.000028,3085862.449177
2.227173,0.000027,3085862.449205
2.230098,0.000027,3085862.449232
2.233029,0.000026,3085862.449258
2.235966,0.000026,3085862.449284
2.238909,0.000025,3085862.449309
2.241859,0.000024,3085862.449333
2.244815,0.000024,3085862.449357
2.247777,0.000023,3085862.449380
2.250746,0.000022,3085862.449403
2.253721,0.000022,3085862.449424
2.256703,0.000021,3085862.449445
2.259691,0.000020,3085862.449465
2.262685,0.000019,3085862.449485
2.265686,0.000018,3085862.449503
2.268693,0.000018,3085862.449521
2.271707,0.000017,3085862.449538
2.274727,0.000016,3085862.449554
2.277753,0.000015,3085862.449569
2.280786,0.000014,3085862.449583
2.283826,0.000014,3085862.449597
2.286872,0.000013,3085862.449610
2.289925,0.000012,3085862.449621
2.292984,0.000011,3085862.449633
2.296050,0.000010,3085862.449643
2.299122,0.000010,3085862.449653
2.302201,0.000009,3085862.449662
2.305286,0.000008,3085862.449670
2.308378,0.000008,3085862.449678
2.311477,0.000007,3085862.449685
2.314582,0.000007,3085862.449692
2.317694,0.000006,3085862.449698
2.320812,0.000006,3085862.449704
2.323937,0.000006,3085862.449710
2.327069,0.000005,3085862.449715
2.330207,0.000005,3085862.449720
2.333352,0.000005,3085862.449725
2.336504,0.000005,3085862.449731
2.339663,0.000005,3085862.449736
2.342828,0.000006,3085862.449741
2.346000,0.000006,3085862.449747
2.349178,0.000006,3085862.449754
2.352364,0.000007,3085862.449761
2.355556,0.000008,3085862.449768
2.358755,0.000009,3085862.449777
2.361960,0.000010,3085862.449786
2.365173,0.000011,3085862.449797
2.368392,0.000012,3085862.449809
2.371618,0.000013,3085862.449822
2.374850,0.000015,3085862.449837
2.378090,0.000017,3085862.449854
2.381336,0.000018,3085862.449872
2.384589,0.000020,3085862.449893
2.387849,0.000023,3085862.449916
2.391116,0.000025,3085862.449941
2.394389,0.000027,3085862.449968
2.397670,0.000030,3085862.449998
2.400957,0.000033,3085862.450031
2.404251,0.000036,3085862.450067
2.407551,0.000039,3085862.450105
2.410859,0.000042,3085862.450147
2.414174,0.000045,3085862.450192
2.417495,0.000049,3085862.450241
2.420823,0.000052,3085862.450293
2.424158,0.000056,3085862.450349
2.427500,0.000059,3085862.450408
2.430849,0.000063,3085862.450471
2.434204,0.000067,3085862.450538
2.437567,0.000071,3085862.450609
2.440936,0.000075,3085862.450684
2.444312,0.000079,3085862.450763
2.447696,0.000083,3085862.450846
2.451085,0.000087,3085862.450933
2.454482,0.000091,3085862.451024
2.457886,0.000095,3085862.451119
2.461296,0.000099,3085862.451218
2.464714,0.000103,3085862.451320
2.468138,0.000107,3085862.451427
2.471569,0.000111,3085862.451538
2.475007,0.000114,3085862.451652
2.478452,0.000118,3085862.451770
2.481904,0.000121,3085862.451891
2.485362,0.000125,3085862.452016
2.488828,0.000128,3085862.452143
2.492300,0.000131,3085862.452274
2.495779,0.000134,3085862.452408
2.499265,0.000136,3085862.452544
2.502757,0.000139,3085862.452683
2.506257,0.000141,3085862.452824
2.509763,0.000143,3085862.452967
2.513276,0.000145,3085862.453112
2.516796,0.000146,3085862.453258
2.520323,0.000148,3085862.453406
2.523857,0.000149,3085862.453555
2.527397,0.000150,3085862.453704
